"","Name_submitted","Accepted_name","Accepted.Symbol","Range_Size","Precip","pH","Status"
"5196","Trifolium barbigerum","Trifolium barbigerum","TRBA",98337939139,4382.439758,5.269999743,"native"
"5197","Erigeron nanus","Erigeron nanus","ERNA5",94002657067,1401.859955,4.009999752,"native"
"5198","Phacelia vallis-mortae","Phacelia vallis-mortae","PHVA2",2.96e+11,1662,5.920000315,"native"
"5199","Delphinium antoninum","Delphinium antoninum","DEAN5",80231728317,3758.299896,4.599999905,"native"
"5200","Ivesia utahensis","Potentilla utahensis","IVUT",16497070516,1281.109955,3.260000229,"native"
"5201","Heuchera pilosissima","Heuchera pilosissima","HEPI3",39805060904,2180.129944,4.039999962,"native"
"5202","Castilleja kraliana","Castilleja kraliana","CAKR4",1612167481,120.1499023,0.949999809,"native"
"5203","Dalea cahaba","Dalea cahaba","DACA19",1612167481,120.1499023,0.949999809,"native"
"5204","Liatris oligocephala","Liatris oligocephala","LIOL2",1612167481,120.1499023,0.949999809,"native"
"5205","Onosmodium decipiens","Lithospermum decipiens","ONDE2",1612167481,120.1499023,0.949999809,"native"
"5206","Silphium glutinosum","Silphium glutinosum","SIGL10",1612167481,120.1499023,0.949999809,"native"
"5207","Spigelia alabamensis","Spigelia alabamensis","SPAL6",1612167481,120.1499023,0.949999809,"native"
"5208","Perideridia erythrorhiza","Perideridia erythrorhiza","PEER3",32677989722,3785.819916,3.669999599,"native"
"5209","Brickellia dentata","Brickellia dentata","BRDE2",45980557743,1075.609955,3.389999866,"native"
"5210","Mentzelia strictissima","Mentzelia strictissima","MEST3",49040791783,398.8699799,5.309999943,"native"
"5211","Rhynchospora crinipes","Rhynchospora crinipes","RHCR3",15453695095,319.4700928,3.170000076,"native"
"5212","Diplacus longiflorus","Diplacus longiflorus","DILO6",1.33e+11,1311.560043,4.559999466,"native"
"5213","Penstemon unilateralis","Penstemon secundiflorus var. secundiflorus","PEUN",1.15e+11,1262.799973,5.549999714,"native"
"5214","Lessingia lemmonii","Lessingia glandulifera var. glandulifera","LELE13",2.59e+11,1662,5.720000029,"native"
"5215","Perideridia howellii","Perideridia howellii","PEHO5",1.07e+11,3785.819916,5.319999933,"native"
"5216","Salix laevigata","Salix laevigata","SALA3",7e+11,3978.389893,7.460000396,"native"
"5217","Pycnanthemum beadlei","Pycnanthemum beadlei","PYBE",3177870407,1261.839966,1.309999943,"native"
"5218","Allium passeyi","Allium passeyi","ALPA5",14881016770,1401.859955,2.699999809,"native"
"5219","Draba burkei","Draba burkei","DRBU2",14881016770,1401.859955,2.699999809,"native"
"5220","Synthyris canbyi","Veronica canbyi","SYCA2",9293284845,1411.129944,2.419999599,"native"
"5221","Sagittaria teres","Sagittaria teres","SATE2",15852078898,314.9699707,2.059999943,"native"
"5222","Amaranthus venulosus","Amaranthus venulosus","AMVE2",23825949527,643.4399719,5.159999847,"native"
"5223","Gilia ochroleuca","Gilia ochroleuca","GIOC",1.92e+11,1662,4.559999466,"native"
"5224","Orcuttia tenuis","Orcuttia tenuis","ORTE",72186662141,3759.650009,4.5,"native"
"5225","Iris douglasiana","Iris douglasiana","IRDO",78064799956,4382.439758,4.579999924,"native"
"5226","Isoetes appalachiana","Isoetes appalachiana","ISAP",9258790822,407.0700684,2.720000267,"native"
"5227","Downingia concolor","Downingia concolor","DOCO2",67114576695,3838.26001,4.399999619,"native"
"5228","Brickellia greenei","Brickellia greenei","BRGR2",1.03e+11,3785.819916,4.179999828,"native"
"5229","Lotus aboriginus","Hosackia rosea","LOAB",1.16e+11,5738.530228,3.800000191,"native"
"5230","Calochortus greenei","Calochortus greenei","CAGR",49003131122,3651.170013,3.909999847,"native"
"5231","Coreopsis douglasii","Coreopsis douglasii","CODO2",1.15e+11,1311.560043,4.559999466,"native"
"5232","Sanicula saxatilis","Sanicula saxatilis","SASA3",5201129524,1012.259979,4.269999981,"native"
"5233","Ceanothus griseus","Ceanothus griseus","CEGR2",39917342243,2180.129944,3.46999979,"native"
"5234","Lyrocarpa coulteri","Lyrocarpa coulteri","LYCO4",97517274744,809.179985,5.159999847,"native"
"5235","Collomia macrocalyx","Collomia macrocalyx","COMA3",88417787498,3283.149963,4.089999676,"native"
"5236","Pyrrocoma racemosa","Pyrrocoma racemosa","PYRA",6.16e+11,4505.009766,5.080000401,"native"
"5237","Scutellaria brittonii","Scutellaria brittonii","SCBR3",1.45e+11,1299.269974,3.609999657,"native"
"5238","Lesquerella paysonii","Physaria carinata subsp. paysonii","LEPA8",42964899426,1872.219955,3.820000172,"native"
"5239","Orogenia fusiformis","Lomatium fusiformis","ORFU",1.01e+11,3785.819916,4,"native"
"5240","Eriogonum arborescens","Eriogonum arborescens","ERAR6",40957689715,1404.660034,2.899999619,"native"
"5241","Lupinus sellulus","Lupinus sellulus","LUSE2",5.75e+11,5937.240234,5.819999933,"native"
"5242","Deinandra corymbosa","Deinandra corymbosa","DECO14",65094590648,3855.819885,4.549999714,"native"
"5243","Penstemon elegantulus","Penstemon elegantulus","PEEL4",37577167834,1793.139923,3.130000114,"native"
"5244","Conradina glabra","Conradina glabra","COGL9",4786149719,319.4700928,2.590000153,"native"
"5245","Leymus pacificus","Leymus pacificus","LEPA12",38764475950,2180.129944,3.46999979,"native"
"5246","Phacelia corymbosa","Phacelia corymbosa","PHCO3",1.18e+11,4284.919769,4.179999828,"native"
"5247","Enemion stipitatum","Enemion stipitatum","ENST",1.34e+11,4284.919769,5.130000114,"native"
"5248","Leptosiphon latisectus","Leptosiphon latisectus","LELA43",62237258743,3601.179901,3.440000057,"native"
"5249","Aletes humilis",NA,"ALHU",8604298423,893.1299744,2.840000153,"native"
"5250","Chrysosplenium glechomifolium","Chrysosplenium glechomifolium","CHGL5",94021074417,5529.880249,3.309999943,"native"
"5251","Phlox adsurgens","Phlox adsurgens","PHAD2",99054227704,4284.919769,4.179999828,"native"
"5252","Microseris paludosa","Microseris paludosa","MIPA",33995326050,2180.129944,4.039999962,"native"
"5253","Romanzoffia californica","Romanzoffia californica","ROCA6",1.18e+11,4405.579926,4.630000114,"native"
"5254","Yucca necopina","Yucca necopina","YUNE",6149396523,145.7999878,1.869999886,"native"
"5255","Eriastrum sapphirinum","Eriastrum sapphirinum","ERSA",1.67e+11,1330.670044,5.719999552,"native"
"5256","Packera eurycephala","Packera eurycephala","PAEU5",1.45e+11,3784.910004,4.5,"native"
"5257","Amelanchier pumila","Amelanchier pumila","AMPU5",5.96e+11,4625.669922,7.460000396,"native"
"5258","Penstemon speciosus","Penstemon speciosus","PESP",8.78e+11,4005.909912,5.920000315,"native"
"5259","Lomatium oreganum","Lomatium oreganum","LOOR3",21369430494,1534.730011,3.220000267,"native"
"5260","Isocoma acradenia","Isocoma acradenia","ISAC2",5.25e+11,1471.01001,7.460000396,"native"
"5261","Pectis angustifolia","Pectis angustifolia","PEAN",7.31e+11,1342.459969,7.460000396,"native"
"5262","Hierochloe occidentalis","Anthoxanthum occidentale","HIOC",1.28e+11,4382.439758,4.129999638,"native"
"5263","Logfia californica","Filago californica","LOCA19",5.2e+11,3978.389893,7.399999976,"native"
"5264","Eriogonum lobbii","Eriogonum lobbii","ERLO2",1.88e+11,4005.909912,5.819999933,"native"
"5265","Orobanche vallicola","Orobanche vallicola","ORVA2",1.1e+11,2337.279892,5.719999552,"native"
"5266","Eriogonum hylophilum","Eriogonum hylophilum","ERHY3",8379502727,1061.60994,3.13999939,"native"
"5267","Lepidium barnebyanum","Lepidium barnebyanum","LEBA",8379502727,1061.60994,3.13999939,"native"
"5268","Mentzelia goodrichii","Mentzelia goodrichii","MEGO",8379502727,1061.60994,3.13999939,"native"
"5269","Saltugilia splendens","Saltugilia splendens","SASP12",1.26e+11,1311.560043,4.559999466,"native"
"5270","Cryptantha decipiens","Cryptantha decipiens","CRDE",4.52e+11,1471.01001,5.920000315,"native"
"5271","Carex vernacula","Carex vernacula","CAVE5",3.46e+11,3581.25,5.819999933,"native"
"5272","Silene sargentii","Silene sargentii","SISA",1.74e+11,2835.949951,5.920000315,"native"
"5273","Townsendia grandiflora","Townsendia grandiflora","TOGR",1.96e+11,1044.499969,4.9599998,"native"
"5274","Juncus hemiendytus","Juncus hemiendytus","JUHE",5.04e+11,3986.799911,5.819999933,"native"
"5275","Lotus junceus","Acmispon junceus","LOJU2",42815160244,2180.129944,4.549999714,"native"
"5276","Orogenia linearifolia","Lomatium linearifolium","ORLI",4.38e+11,3356.689972,7.360000014,"native"
"5277","Navarretia capillaris","Navarretia capillaris","NACA6",5.07e+11,3986.799911,5.819999933,"native"
"5278","Ceanothus papillosus","Ceanothus papillosus","CEPA2",58877684651,1413.490036,4.480000496,"native"
"5279","Trifolium macrocephalum","Trifolium macrocephalum","TRMA3",3.76e+11,3784.910004,4.5,"native"
"5280","Senecio astephanus","Senecio astephanus","SEAS2",1.08e+11,1311.560043,4.559999466,"native"
"5281","Phyllodoce breweri","Phyllodoce breweri","PHBR4",2.21e+11,2835.949951,5.819999933,"native"
"5282","Mertensia alpina","Mertensia lanceolata var. lanceolata","MEAL7",1.81e+11,1423.870041,4.010000229,"native"
"5283","Ziziphus obtusifolia","Sarcomphalus obtusifolius","ZIOB",6.59e+11,1239.149956,7.399999976,"native"
"5284","Carex straminiformis","Carex straminiformis","CAST7",4.34e+11,4411.669922,5.819999933,"native"
"5285","Arabis platysperma","Boechera platysperma","ARPL",5.46e+11,4005.909912,5.819999933,"native"
"5286","Amelanchier pallida","Amelanchier pallida","AMPA2",4.08e+11,4505.009766,5.819999933,"native"
"5287","Microseris laciniata","Microseris laciniata","MILA",2.5e+11,5363.609955,4.679999828,"native"
"5288","Cistanthe parryi","Cistanthe parryi","CIPA7",2.79e+11,1662,5.080000401,"native"
"5289","Lupinus chamissonis","Lupinus chamissonis","LUCH",1.11e+11,1822.35997,4.999999523,"native"
"5290","Cistanthe monosperma","Cistanthe monosperma","CIMO5",3.73e+11,4505.009766,5.819999933,"native"
"5291","Helianthus californicus","Helianthus californicus","HECA5",1.2e+11,1822.35997,5.719999552,"native"
"5292","Phacelia californica","Phacelia californica","PHCA",41119975394,3730.18988,4.269999981,"native"
"5293","Physostegia longisepala","Physostegia longisepala","PHLO11",10414576437,213.4000244,3.019999981,"native"
"5294","Oxytropis multiceps","Oxytropis multiceps","OXMU",1.59e+11,1328.619965,3.609999657,"native"
"5295","Nyctaginia capitata","Nyctaginia capitata","NYCA",2.21e+11,833.9500122,5.339999676,"native"
"5296","Plagiobothrys strictus","Plagiobothrys strictus","PLST2",1938114186,941.0499878,2.139999866,"native"
"5297","Poa napensis","Poa napensis","PONA",1938114186,941.0499878,2.139999866,"native"
"5298","Trichostema ruygtii","Trichostema ruygtii","TRRU11",1938114186,941.0499878,2.139999866,"native"
"5299","Collinsia rattanii","Collinsia rattanii","CORA2",1.88e+11,4352.389771,4.450000286,"native"
"5300","Emmenanthe penduliflora","Emmenanthe penduliflora","EMPE",4.77e+11,2835.949951,5.920000315,"native"
"5301","Lotus procumbens","Acmispon procumbens","LOPR3",1.84e+11,1396.719971,4.559999466,"native"
"5302","Urochloa arizonica","Urochloa arizonica","URAR",3.12e+11,1472.059998,5.75999999,"native"
"5303","Baileya pauciradiata","Baileya pauciradiata","BAPA",1.34e+11,1138.519951,5.019999504,"native"
"5304","Lupinus cusickii","Lupinus cusickii","LUCU3",79858022043,1521.339996,4.240000248,"native"
"5305","Syntrichopappus lemmonii","Syntrichopappus lemmonii","SYLE",1.11e+11,1311.560043,4.559999466,"native"
"5306","Arctostaphylos glandulosa","Arctostaphylos glandulosa","ARGL3",2.71e+11,4485.899765,4.999999523,"native"
"5307","Arceuthobium siskiyouense","Arceuthobium siskiyouense","ARSI10",42938825279,4284.919769,4.179999828,"native"
"5308","Arabis furcata","Arabis furcata","ARFU",69058714578,5808.670227,3.669999599,"native"
"5309","Hackelia nervosa","Hackelia nervosa","HANE",1.2e+11,2835.949951,5.819999933,"native"
"5310","Helianthus carnosus","Helianthus carnosus","HECA14",7230943129,149.1099854,2.809999943,"native"
"5311","Juncus tiehmii","Juncus tiehmii","JUTI",3.4e+11,3871.26001,5.819999933,"native"
"5312","Astragalus clarianus","Astragalus clarianus","ASCL6",6019605293,1339.299988,2.199999809,"native"
"5313","Ceanothus sonomensis","Ceanothus sonomensis","CESO",6019605293,1339.299988,2.199999809,"native"
"5314","Harmonia nutans","Harmonia nutans","HANU3",6019605293,1339.299988,2.199999809,"native"
"5315","Limnanthes vinculans","Limnanthes vinculans","LIVI3",6019605293,1339.299988,2.199999809,"native"
"5316","Lomatium cuspidatum","Lomatium cuspidatum","LOCU2",18363281598,3271.699966,2.890000343,"native"
"5317","Eriastrum harwoodii","Eriastrum harwoodii","ERHA5",1.44e+11,3978.389893,4.559999943,"native"
"5318","Castilleja fraterna","Castilleja fraterna","CAFR8",13423433701,1483.580017,2.460000038,"native"
"5319","Lythrum ovalifolium","Lythrum ovalifolium","LYOV",27524763759,582.2200012,2.230000019,"native"
"5320","Arctostaphylos bakeri","Arctostaphylos bakeri","ARBA4",4081491107,1319.099976,2.199999809,"native"
"5321","Arctostaphylos densiflora","Arctostaphylos densiflora","ARDE2",4081491107,1319.099976,2.199999809,"native"
"5322","Blennosperma bakeri","Blennosperma bakeri","BLBA",4081491107,1319.099976,2.199999809,"native"
"5323","Calochortus raichei","Calochortus raichei","CARA16",4081491107,1319.099976,2.199999809,"native"
"5324","Clarkia imbricata","Clarkia imbricata","CLIM",4081491107,1319.099976,2.199999809,"native"
"5325","Erigeron serpentinus","Erigeron serpentinus","ERSE8",4081491107,1319.099976,2.199999809,"native"
"5326","Potentilla uliginosa","Potentilla uliginosa","POUL",4081491107,1319.099976,2.199999809,"native"
"5327","Descurainia ramosissima","Descurainia pinnata subsp. brachycarpon","DERA2",26904258018,1374.510056,3.639999866,"native"
"5328","Collinsia greenei","Collinsia greenei","COGR3",59631140760,3601.179901,3.260000229,"native"
"5329","Penstemon purpusii","Penstemon purpusii","PEPU4",53611535467,3601.179901,3.260000229,"native"
"5330","Eriogonum saxatile","Eriogonum saxatile","ERSA6",2.65e+11,1662,5.080000401,"native"
"5331","Gymnosteris nudicaulis","Gymnosteris nudicaulis","GYNU",1.55e+11,1545.519989,4.980000019,"native"
"5332","Mertensia oblongifolia","Mertensia oblongifolia","MEOB",1.32e+12,3364.67997,7.460000396,"native"
"5333","Penstemon incertus","Penstemon incertus","PEIN3",1.41e+11,1396.719971,4.559999466,"native"
"5334","Clinopodium mimuloides","Clinopodium mimuloides","CLMI9",34642877491,1235.200043,4.559999466,"native"
"5335","Heuchera grossulariifolia","Heuchera grossulariifolia","HEGR8",2.74e+11,3525.910004,4.550000191,"native"
"5336","Stylocline gnaphalioides","Stylocline gnaphalioides","STGN",3.5e+11,2816.839951,5.859999895,"native"
"5337","Vaccinium simulatum","Vaccinium corymbosum","VASI2",6195751089,588.4700928,3.090000153,"native"
"5338","Atriplex phyllostegia","Atriplex phyllostegia","ATPH",3.2e+11,2055.810059,5.920000315,"native"
"5339","Allophyllum gilioides","Allophyllum gilioides","ALGI",5.72e+11,4005.909912,5.920000315,"native"
"5340","Rhamnus ilicifolia","Rhamnus crocea subsp. ilicifolia","RHIL",5.56e+11,3986.799911,7.399999976,"native"
"5341","Cryptantha milo-bakeri","Cryptantha milobakeri","CRMI4",98864598102,3785.819916,4.179999828,"native"
"5342","Plagiobothrys glyptocarpus","Plagiobothrys glyptocarpus","PLGL2",34598446556,2417.839966,3.260000229,"native"
"5343","Bassia californica","Bassia californica","BACA21",2.03e+11,2283.810059,5.920000315,"native"
"5344","Juncus macrophyllus","Juncus macrophyllus","JUMA3",2.46e+11,1489.249985,5.859999895,"native"
"5345","Allium dichlamydeum","Allium dichlamydeum","ALDI2",27637744309,2073.71994,3.760000229,"native"
"5346","Cordylanthus pringlei","Cordylanthus pringlei","COPR",38752187955,2458.73996,3.260000229,"native"
"5347","Sisyrinchium elmeri","Sisyrinchium elmeri","SIEL3",1.6e+11,3959.279892,5.719999552,"native"
"5348","Cirsium quercetorum","Cirsium quercetorum","CIQU2",54666717343,3855.819885,4.549999714,"native"
"5349","Keckiella lemmonii","Keckiella lemmonii","KELE",1.38e+11,3919.559906,5.819999933,"native"
"5350","Calystegia subacaulis","Calystegia subacaulis","CASU19",59107427533,2180.129944,4.549999714,"native"
"5351","Lupinus latifolius","Lupinus latifolius","LULA4",7.72e+11,5918.130234,7.360000014,"native"
"5352","Baccharis plummerae","Baccharis plummerae","BAPL",39414845807,1235.200043,4.559999466,"native"
"5353","Eriodictyon traskiae","Eriodictyon traskiae","ERTR6",39414845807,1235.200043,4.559999466,"native"
"5354","Galium cliftonsmithii","Galium cliftonsmithii","GACL2",39414845807,1235.200043,4.559999466,"native"
"5355","Camissonia subacaulis","Camissonia subacaulis","CASU18",8.76e+11,3364.67997,5.080000401,"native"
"5356","Selinocarpus diffusus","Acleisanthes diffusa","SEDI3",84180994948,816.1399994,5.309999943,"native"
"5357","Stenotus lanuginosus","Stenotus lanuginosus","STLA7",3.07e+11,3356.379974,4.550000191,"native"
"5358","Pedicularis semibarbata","Pedicularis semibarbata","PESE2",3.4e+11,3871.26001,5.819999933,"native"
"5359","Claytonia nevadensis","Claytonia nevadensis","CLNE",1.1e+11,2759.559952,5.719999552,"native"
"5360","Cypripedium fasciculatum","Cypripedium fasciculatum","CYFA",2.87e+11,4397.549759,4.539999485,"native"
"5361","Horkelia fusca","Horkelia fusca","HOFU",5.33e+11,3950.569916,5.819999933,"native"
"5362","Dalea hallii","Dalea hallii","DAHA",28398921908,481.9499512,2.519999981,"native"
"5363","Juncus orthophyllus","Juncus orthophyllus","JUOR",6.69e+11,5449.959961,5.819999933,"native"
"5364","Galium grayanum","Galium grayanum","GAGR2",1.18e+11,3892.039886,4.5,"native"
"5365","Phoradendron macrophyllum","Phoradendron macrophyllum","PHMA18",5.84e+11,2821.269951,7.399999976,"native"
"5366","Lilium humboldtii","Lilium humboldtii","LIHU",1.8e+11,2816.839951,5.719999552,"native"
"5367","Rafinesquia californica","Rafinesquia californica","RACA",4.86e+11,3978.389893,5.859999895,"native"
"5368","Arabis breweri","Boechera breweri","ARBR",1.99e+11,4485.899765,5.719999552,"native"
"5369","Pinus coulteri","Pinus coulteri","PICO3",1.5e+11,1822.35997,4.999999523,"native"
"5370","Eriogonum nealleyi","Eriogonum nealleyi","ERNE5",27913955669,378.6799927,1.159999371,"native"
"5371","Pterostegia drymarioides","Pterostegia drymarioides","PTDR",5.85e+11,3978.389893,7.399999976,"native"
"5372","Allium madidum","Allium madidum","ALMA6",1.43e+11,1945.28006,4.240000248,"native"
"5373","Hulsea nana","Hulsea nana","HUNA",1.68e+11,3759.650009,4.5,"native"
"5374","Acaciella leucothrix","Acaciella hartwegii","ACLE10",15316001318,111.9200134,1.389999866,"native"
"5375","Corispermum navicula","Corispermum navicula","CONA4",4179530258,1469.170044,2.840000153,"native"
"5376","Phacelia formosula","Phacelia formosula","PHFO2",4179530258,1469.170044,2.840000153,"native"
"5377","Elymus multisetus","Elymus multisetus","ELMU3",9.56e+11,4505.009766,7.460000396,"native"
"5378","Mahonia trifoliolata","Berberis trifoliolata","MATR3",2.39e+11,841.0999756,4.259999752,"native"
"5379","Penstemon diphyllus","Penstemon diphyllus","PEDI5",1.21e+11,2052.399979,3.300000191,"native"
"5380","Chrysopsis lanuginosa","Chrysopsis lanuginosa","CHLA21",15248152038,334.4599609,2.590000153,"native"
"5381","Collomia mazama","Collomia mazama","COMA",35642504345,2353.539886,3.669999599,"native"
"5382","Stephanomeria pauciflora","Stephanomeria pauciflora","STPA4",1.36e+12,1662,7.460000396,"native"
"5383","Chrysolepis sempervirens","Chrysolepis sempervirens","CHSE11",3.44e+11,4005.909912,5.819999933,"native"
"5384","Juncus tweedyi","Juncus tweedyi","JUTW",40643733401,1898.22995,3.609999657,"native"
"5385","Blepharipappus scaber","Blepharipappus scaber","BLSC",4.66e+11,3950.569916,4.550000191,"native"
"5386","Juniperus californica","Juniperus californica","JUCA7",2.98e+11,2816.839951,5.719999552,"native"
"5387","Limnanthes pumila","Limnanthes floccosa subsp. pumila","LIPU8",7208597907,1224.130005,1.579999924,"native"
"5388","Ranunculus austrooreganus","Ranunculus austro-oreganus","RAAU",7208597907,1224.130005,1.579999924,"native"
"5389","Rosa myriadenia","Rosa myriadena","ROMY",7208597907,1224.130005,1.579999924,"native"
"5390","Streptanthus drepanoides","Streptanthus drepanoides","STDR2",45628113359,2417.839966,3.260000229,"native"
"5391","Achnatherum coronatum","Eriocoma coronata","ACCO21",1.49e+11,1424.10997,4.559999466,"native"
"5392","Monardella exilis","Monardella exilis","MOEX",1.22e+11,1396.719971,4.559999466,"native"
"5393","Lupinus aridus","Lupinus aridus","LUAR7",8.58e+11,3958.869911,7.460000396,"native"
"5394","Salvia columbariae","Salvia columbariae","SACO6",6.11e+11,2835.949951,7.460000396,"native"
"5395","Eriogonum vimineum","Eriogonum vimineum","ERVI5",4.4e+11,3815.920013,4.550000191,"native"
"5396","Delphinium decorum","Delphinium decorum","DEDE",97893715899,3758.299896,4.599999905,"native"
"5397","Helianthus cusickii","Helianthus cusickii","HECU2",2.8e+11,3804.900009,4.550000191,"native"
"5398","Linum macrocarpum","Linum macrocarpum","LIMA10",9989357144,290.5899658,3.170000076,"native"
"5399","Muhlenbergia arenicola","Muhlenbergia arenicola","MUAR2",5.27e+11,936.3700027,5.619999647,"native"
"5400","Polemonium carneum","Polemonium carneum","POCA4",1.87e+11,5340.590149,4.630000114,"native"
"5401","Chamaesyce fendleri","Euphorbia fendleri","CHFE3",1.35e+12,1397.25,7.460000396,"native"
"5402","Oxalis trilliifolia","Oxalis trilliifolia","OXTR",1.34e+11,4631.93985,4.75,"native"
"5403","Lupinus agardhianus","Lupinus agardhianus","LUAG",37675190189,1306.500046,4.559999466,"native"
"5404","Navarretia leptalea","Navarretia leptalea","NALE5",3.21e+11,3959.279892,5.819999933,"native"
"5405","Polygonella macrophylla","Polygonella macrophylla","POMA14",12797122178,277.6900635,2.720000267,"native"
"5406","Ribes nevadense","Ribes nevadense","RINE",3.28e+11,4005.909912,5.819999933,"native"
"5407","Erigeron aliceae","Erigeron aliceae","ERAL3",1.31e+11,5285.879959,4.630000114,"native"
"5408","Wyethia amplexicaulis","Wyethia amplexicaulis","WYAM",7.27e+11,3526.220001,5.080000401,"native"
"5409","Asarum wagneri","Asarum wagneri","ASWA6",47444058261,3084.299896,3.669999599,"native"
"5410","Ribes victoris","Ribes victoris","RIVI2",18577336362,1975.359955,2.900000095,"native"
"5411","Physaria stylosa","Physaria acutifolia var. acutifolia","PHST14",16617328640,1295.430008,3.300000191,"native"
"5412","Carex spissa","Carex spissa","CASP6",66134858007,2259.64006,4.559999466,"native"
"5413","Oenothera coronopifolia","Oenothera coronopifolia","OECO2",8.5e+11,1704.03006,7.460000396,"native"
"5414","Gentianopsis simplex","Gentianopsis simplex","GESI3",4.56e+11,3959.279892,5.819999933,"native"
"5415","Nama californicum","Nama californica","NACA3",1.33e+11,1624.87999,4.459999561,"native"
"5416","Bromus suksdorfii","Bromus suksdorfii","BRSU2",3.05e+11,4440.310059,5.819999933,"native"
"5417","Silene hookeri","Silene hookeri","SIHO",1.24e+11,4284.919769,4.630000114,"native"
"5418","Lupinus parviflorus","Lupinus argenteus var. parviflorus","LUPA8",3.99e+11,2221.379921,7.219999671,"native"
"5419","Fritillaria eastwoodiae","Fritillaria eastwoodiae","FREA",36029124349,2574.399963,3.260000229,"native"
"5420","Pinus jeffreyi","Pinus jeffreyi","PIJE",4.07e+11,4505.009766,5.819999933,"native"
"5421","Angelica wheeleri","Angelica wheeleri","ANWH",25824693870,1302.190018,3.870000362,"native"
"5422","Allium peninsulare","Allium peninsulare","ALPE",2.52e+11,3959.279892,5.719999552,"native"
"5423","Malacothamnus davidsonii","Malacothamnus davidsonii","MADA",27558900663,1235.200043,4.559999466,"native"
"5424","Calystegia purpurata","Calystegia purpurata","CAPU18",78143766575,3855.819885,4.549999714,"native"
"5425","Antennaria argentea","Antennaria argentea","ANAR5",2.51e+11,3895.379913,5.819999933,"native"
"5426","Penstemon guadalupensis","Penstemon guadalupensis","PEGU",21231104771,405.2099915,1.889999866,"native"
"5427","Porterella carnosula","Porterella carnosula","POCA15",4.02e+11,3822.860008,7.360000014,"native"
"5428","Astragalus linifolius","Astragalus linifolius","ASLI5",17384018024,1007.379944,3.56000042,"native"
"5429","Collinsia torreyi","Collinsia torreyi","COTO",3.54e+11,4505.009766,5.819999933,"native"
"5430","Mitella stauropetala","Mitella stauropetala","MIST3",5.47e+11,3356.689972,7.460000396,"native"
"5431","Hesperocnide tenella","Hesperocnide tenella","HETE5",2.68e+11,2816.839951,5.819999933,"native"
"5432","Eschscholzia papastillii","Eschscholzia papastillii","ESPA3",1.13e+11,1138.519951,4.459999561,"native"
"5433","Eriogonum sphaerocephalum","Eriogonum sphaerocephalum","ERSP7",4.32e+11,3941.579926,4.5,"native"
"5434","Carlowrightia texana","Carlowrightia texana","CATE15",1.39e+11,738.9700165,2.96999979,"native"
"5435","Mimetanthe pilosa","Mimetanthe pilosa","MIPI5",8.74e+11,4005.909912,7.460000396,"native"
"5436","Dichelostemma capitatum","Dichelostemma capitatum","DICA14",7.51e+11,4505.009766,7.460000396,"native"
"5437","Lupinus alpicola","Lupinus sericeus subsp. sericeus","LUAL6",38277876652,3283.149963,3.279999733,"native"
"5438","Saxifraga apetala","Micranthes apetala","SAAP4",38277876652,3283.149963,3.279999733,"native"
"5439","Arctostaphylos pallida","Arctostaphylos pallida","ARPA21",3766831060,488.9500122,4.110000134,"native"
"5440","Lupinus luteolus","Lupinus luteolus","LULU2",1.23e+11,4362.509766,4.599999905,"native"
"5441","Tephrosia potosina","Tephrosia potosina","TEPO",7224564245,345.75,1.259999752,"native"
"5442","Chorizanthe polygonoides","Chorizanthe polygonoides","CHPO4",1.16e+11,2811.779953,5.819999933,"native"
"5443","Silene oregana","Silene oregana","SIOR3",4.32e+11,4384.970062,4.46999979,"native"
"5444","Carex brainerdii","Carex brainerdii","CABR7",1.88e+11,3957.509911,5.719999552,"native"
"5445","Kyhosia bolanderi","Kyhosia bolanderi","KYBO",1.72e+11,3894.299911,5.819999933,"native"
"5446","Calamagrostis breweri","Calamagrostis breweri","CABR",1.23e+11,3871.26001,5.719999552,"native"
"5447","Senecio serra","Senecio serra","SESE2",1.07e+12,4440.310059,7.460000396,"native"
"5448","Claytonia saxosa","Claytonia saxosa","CLSA3",67303836560,3758.299896,4,"native"
"5449","Sphaeralcea coulteri","Sphaeralcea coulteri","SPCO2",86616625353,809.179985,5.159999847,"native"
"5450","Lotus oblongifolius","Hosackia oblongifolia","LOOB2",4.4e+11,4505.009766,5.819999933,"native"
"5451","Dudleya caespitosa","Dudleya caespitosa","DUCA4",60768728290,2180.129944,4.549999714,"native"
"5452","Hackelia cinerea","Hackelia cinerea","HACI2",1.22e+11,2100.799927,3.949999809,"native"
"5453","Eleocharis cylindrica","Eleocharis cylindrica","ELCY",17287181947,612.2499695,1.869999886,"native"
"5454","Echinocereus enneacanthus","Echinocereus enneacanthus","ECEN2",1.33e+11,706.6199799,2.210000038,"native"
"5455","Puccinellia lucida","Puccinellia nutkaensis","PULU2",8325730280,4998.940186,2.5,"native"
"5456","Juncus textilis","Juncus textilis","JUTE2",1.48e+11,1377.60997,4.559999466,"native"
"5457","Cryptantha cinerea","Cryptantha cinerea","CRCI3",1.39e+12,1662,7.460000396,"native"
"5458","Aquilegia eximia","Aquilegia eximia","AQEX",68966652139,2233.819885,5.269999743,"native"
"5459","Rudbeckia occidentalis","Rudbeckia occidentalis","RUOC2",6.74e+11,4570.639923,7.460000396,"native"
"5460","Abies lowiana","Abies concolor","ABLO",3.61e+11,3978.389893,5.819999933,"native"
