"","Name_submitted","Accepted_name","Accepted.Symbol","Range_Size","Precip","pH","Status"
"349","Cryptantha insolita","Oreocarya insolita","CRIN15",20439281456,624.0500183,4.209999561,"native"
"350","Draba jaegeri","Draba jaegeri","DRJA",20439281456,624.0500183,4.209999561,"native"
"351","Draba paucifructa","Draba paucifructa","DRPA8",20439281456,624.0500183,4.209999561,"native"
"352","Ericameria compacta","Ericameria compacta","ERCO40",20439281456,624.0500183,4.209999561,"native"
"353","Glossopetalon clokeyi","Glossopetalon clokeyi","GLCL",20439281456,624.0500183,4.209999561,"native"
"354","Ionactis caelestis","Ionactis caelestis","IOCA2",20439281456,624.0500183,4.209999561,"native"
"355","Ivesia cryptocaulis","Potentilla cryptocaulis","IVCR",20439281456,624.0500183,4.209999561,"native"
"356","Silene clokeyi","Silene petersonii","SICL",20439281456,624.0500183,4.209999561,"native"
"357","Sphaeromeria compacta","Artemisia constricta","SPCO8",20439281456,624.0500183,4.209999561,"native"
"358","Synthyris ranunculina","Veronica ranunculina","SYRA2",20439281456,624.0500183,4.209999561,"native"
"359","Mirabilis comata","Mirabilis comata","MICO15",21088676466,562.6800232,3.089999676,"native"
"360","Townsendia formosa","Townsendia formosa","TOFO",1.19e+11,1018.550049,7.259999633,"native"
"361","Perityle gracilis","Perityle gracilis","PEGR15",96201766788,996.6000061,7.360000014,"native"
"362","Heuchera wootonii","Heuchera wootonii","HEWO",53276663291,996.6199799,4.639999866,"native"
"363","Hedeoma todsenii","Hedeoma todsenii","HETO2",27955705146,798.3600159,4.639999866,"native"
"364","Heuchera novomexicana","Heuchera novomexicana","HENO",92830483173,931.7899475,4.489999771,"native"
"365","Thelypodiopsis ambigua","Thelypodiopsis ambigua","THAM3",1.2e+11,977.6300125,7.460000396,"native"
"366","Perityle ciliata","Perityle ciliata","PECI8",1.72e+11,1049.670052,7.179999709,"native"
"367","Penstemon pseudoputus","Penstemon pseudoputus","PEPS3",87395809891,960.230011,7.460000396,"native"
"368","Phacelia laxiflora","Phacelia laxiflora","PHLA8",1.09e+11,996.6000061,7.259999633,"native"
"369","Heliotropium glabriusculum","Heliotropium glabriusculum","HEGL3",55742351194,407.0299683,2.229999542,"native"
"370","Yucca thompsoniana","Yucca thompsoniana","YUTH",61895556102,339.4000244,1.019999504,"native"
"371","Cryptantha semiglabra","Oreocarya semiglabra","CRSE4",88984684110,977.6300125,6.910000205,"native"
"372","Astragalus ampullarius","Astragalus ampullarius","ASAM6",99318596688,977.6300125,7.460000396,"native"
"373","Opuntia aurea","Opuntia aurea","OPAU2",99318596688,977.6300125,7.460000396,"native"
"374","Pediocactus sileri","Pediocactus sileri","PESI4",99318596688,977.6300125,7.460000396,"native"
"375","Argythamnia cyanophylla","Ditaxis cyanophylla","ARCY",1.58e+11,1128.439972,7.259999633,"native"
"376","Aquilegia loriae","Aquilegia micrantha var. loriae","AQLO2",10333912578,682.3100281,7.460000396,"native"
"377","Camissonia atwoodii","Chylismia atwoodii","CAAT10",10333912578,682.3100281,7.460000396,"native"
"378","Heliomeris soliceps","Heliomeris soliceps","HESO2",10333912578,682.3100281,7.460000396,"native"
"379","Phacelia cronquistiana","Phacelia cronquistiana","PHCR7",10333912578,682.3100281,7.460000396,"native"
"380","Xylorhiza cronquistii","Xylorhiza cronquistii","XYCR2",10333912578,682.3100281,7.460000396,"native"
"381","Gaga kaulfussii","Hemionitis kaulfussii","GAKA3",29281033915,612.7799683,2.229999542,"native"
"382","Clematis palmeri","Clematis bigelovii","CLPA",1.09e+11,1032.27005,7.2299999,"native"
"383","Trifolium neurophyllum","Trifolium longipes var. neurophyllum","TRNE3",68919640544,1018.550049,7.259999633,"native"
"384","Viguiera phenax","Aldama phenax","VIPH",15738611788,414.0499725,2.229999542,"native"
"385","Phacelia pinkavae","Phacelia pinkavae","PHPI8",61491147371,1018.550049,7.179999709,"native"
"386","Eriogonum ericifolium","Eriogonum ericifolium","ERER6",93056736312,953.6300049,6.910000205,"native"
"387","Clarkia virgata","Clarkia virgata","CLVI2",18109604766,1444.970032,3.779999971,"native"
"388","Sida longipes","Sida longipes","SILO",49877178964,339.4000244,1.019999504,"native"
"389","Melica montezumae","Melica montezumae","MEMO",63516293300,408.8400116,1.079999447,"native"
"390","Atriplex asterocarpa","Atriplex saccaria var. asterocarpa","ATAS2",61625715675,953.6300049,7.460000396,"native"
"391","Paronychia monticola","Paronychia monticola","PAMO8",47597487530,407.0299683,2.229999542,"native"
"392","Antiphytum floribundum","Antiphytum floribundum","ANFL3",40771739253,407.0299683,2.899999619,"native"
"393","Streptanthus platycarpus","Streptanthus platycarpus","STPL2",64698693887,550.5100098,1.519999504,"native"
"394","Penstemon wrightii","Penstemon wrightii","PEWR2",38691633870,407.0299683,2.229999542,"native"
"395","Lewisia brachycalyx","Lewisia brachycalyx","LEBR",2.05e+11,1134.089951,7.259999633,"native"
"396","Mirabilis texensis","Mirabilis texensis","MITE13",52591301340,339.4000244,1.019999504,"native"
"397","Rhamnus serrata","Rhamnus serrata","RHSE3",1.59e+11,1025.670044,7.179999709,"native"
"398","Zinnia anomala","Zinnia anomala","ZIAN",51993941762,459.9500122,2.229999542,"native"
"399","Allium coryi","Allium coryi","ALCO",50311609906,407.0299683,2.229999542,"native"
"400","Petalonyx parryi","Petalonyx nitidus","PEPA13",1.37e+11,996.6000061,7.360000014,"native"
"401","Besseya oblongifolia","Veronica oblongifolia","BEOB2",35343106213,996.6199799,4.639999866,"native"
"402","Setaria liebmannii","Setaria liebmannii","SELI3",75220553181,953.6300049,6.910000205,"native"
"403","Ipomopsis globularis","Ipomopsis globularis","IPGL",8233987982,839.5499573,2.489999771,"native"
"404","Phacelia palmeri","Phacelia palmeri","PHPA13",1.13e+11,996.6000061,7.259999633,"native"
"405","Astragalus mokiacensis","Astragalus mokiacensis","ASMO6",54914785415,624.0500183,5.619999647,"native"
"406","Ipomopsis sancti-spiritus","Ipomopsis sancti-spiritus","IPSA2",12228666255,617.5900269,3.559999943,"native"
"407","Nolina greenei","Nolina greenei","NOGR5",12228666255,617.5900269,3.559999943,"native"
"408","Quercus gravesii","Quercus gravesii","QUGR2",42364180723,407.0299683,2.229999542,"native"
"409","Argemone chisosensis","Argemone chisosensis","ARCH2",60185049464,414.0499725,2.229999542,"native"
"410","Psilactis brevilingulata","Psilactis brevilingulata","PSBR5",30786681815,407.0299683,2.899999619,"native"
"411","Stenaria rupicola","Stenaria rupicola","STRU9",41732315300,293.1400146,1.019999504,"native"
"412","Talinum gooddingii","Phemeranthus parviflorus","TAGO",79991254256,953.6300049,7.259999633,"native"
"413","Lomatium tarantuloides","Lomatium tarantuloides","LOTA4",11726925901,807.1299438,3.139999866,"native"
"414","Luina serpentina","Luina serpentina","LUSE",11726925901,807.1299438,3.139999866,"native"
"415","Nesaea longipes","Ammannia grayi","NELO2",44654910757,670.2799683,1.019999504,"native"
"416","Ruellia corzoi","Ruellia corzoi","RUCO",37104312302,459.9500122,1.38999939,"native"
"417","Draba mogollonica","Draba mogollonica","DRMO3",56236295207,931.7899475,3.909999847,"native"
"418","Cirsium gilense","Cirsium parryi","CIGI",58489397177,931.7899475,3.909999847,"native"
"419","Aliciella heterostyla","Aliciella heterostyla","ALHE3",47090938910,574.9599991,5.080000401,"native"
"420","Astragalus beatleyae","Astragalus beatleyae","ASBE5",47090938910,574.9599991,5.080000401,"native"
"421","Astragalus phoenix","Astragalus phoenix","ASPH",47090938910,574.9599991,5.080000401,"native"
"422","Astragalus toquimanus","Astragalus toquimanus","ASTO3",47090938910,574.9599991,5.080000401,"native"
"423","Atriplex longitrichoma","Atriplex argentea var. longitrichoma","ATLO3",47090938910,574.9599991,5.080000401,"native"
"424","Camissonia megalantha","Chylismia megalantha","CAME16",47090938910,574.9599991,5.080000401,"native"
"425","Cryptantha mirabunda","Cryptantha utahensis","CRMI7",47090938910,574.9599991,5.080000401,"native"
"426","Eriogonum concinnum","Eriogonum concinnum","ERCO18",47090938910,574.9599991,5.080000401,"native"
"427","Johanneshowellia crateriorum","Johanneshowellia crateriorum","JOCR",47090938910,574.9599991,5.080000401,"native"
"428","Lewisia maguirei","Lewisia maguirei","LEMA3",47090938910,574.9599991,5.080000401,"native"
"429","Penstemon pudicus","Penstemon pudicus","PEPU11",47090938910,574.9599991,5.080000401,"native"
"430","Piptatheropsis shoshoneana","Piptatheropsis shoshoneana","PISH2",47090938910,574.9599991,5.080000401,"native"
"431","Spiranthes infernalis","Spiranthes infernalis","SPIN7",47090938910,574.9599991,5.080000401,"native"
"432","Pomaria melanosticta","Pomaria melanosticta","POME16",44446437676,287.5700073,1.019999504,"native"
"433","Eriogonum suffruticosum","Eriogonum suffruticosum","ERSU8",44204374497,407.0299683,2.229999542,"native"
"434","Phlox mesoleuca","Phlox mesoleuca","PHME2",49373874921,798.3600159,5.339999676,"native"
"435","Glossopetalon pungens","Glossopetalon pungens","GLPU",1.19e+11,1134.089951,5.080000401,"native"
"436","Ivesia jaegeri","Potentilla jaegeri","IVJA",72394177056,1134.089951,4.209999561,"native"
"437","Phacelia geraniifolia","Phacelia geraniifolia","PHGE2",72394177056,1134.089951,4.209999561,"native"
"438","Tonestus eximius","Tonestus eximius","TOEX3",22656180887,1628.560028,4.460000038,"native"
