"","Name_submitted","Accepted_name","Family","Order","HybProp","Hyb_Ratio","perc_per","perc_wood","perc_ag","floral_symm","mating_system","repro_syndrome","pollination_syndrome","RedList","tavg","C_value","CV_C_value"
"941","Laurus","Laurus","Lauraceae","Laurales",0,0,"1","1",4e-04,"0",".",".","1","0.5",".","3.215","0"
"942","Lavandula","Lavandula","Lamiaceae","Lamiales",0,0,"1","1",0.004320557,".","1","1","1","0",".","2.223333333","133.4743801"
"943","Lavatera","Malva","Malvaceae","Malvales",0,0,"0.477272727","0.363636364",0.006153846,".","1","1","1",".",".",".","."
"944","Lawrencia","Lawrencia","Malvaceae","Malvales",0,0,"1","0.25",0.006153846,".",".",".",".",".",".",".","."
"945","Layia","Layia","Asteraceae","Asterales",0,0,"0","0",0.00210989,".",".",".",".",".",".",".","."
"946","Lechea","Lechea","Cistaceae","Malvales",0,0,"1","0",0.011428571,".",".",".",".",".",".",".","."
"947","Leersia","Leersia","Poaceae","Poales",0,0,"1","0",0.074314214,".","1","0.5",".",".",".",".","."
"948","Legousia","Legousia","Campanulaceae","Asterales",0,0,"0","0",0,".","1","1","1",".",".",".","."
"949","Lemna","Lemna","Araceae","Alismatales",0,0,"1","0",0.000248447,".","1","0","1","3",".","0.609285714","20.91846457"
"950","Lens","Vicia","Fabaceae","Fabales",0,0,"0","0",0.096494845,".",".",".",".",".","0.019","4.4","0"
"951","Leontodon","Leontodon","Asteraceae","Asterales",0.378787879,0.060606061,"0.860182371","0",0.00210989,".","1","0.666666667","1",".",".","1.527142857","43.68361506"
"952","Leonurus","Leonurus","Lamiaceae","Lamiales",0,0,"0.5","0",0.004320557,".","1","0.5","1",".",".","0.81","."
"953","Lepechinia","Lepechinia","Lamiaceae","Lamiales",0,0,"1","1",0.004320557,".",".",".",".","2",".",".","."
"954","Lepidium","Lepidium","Brassicaceae","Brassicales",0.014992504,0.00862069,"0.370411568","0.099137931",0.00485306,".","1","0.916666667","1","2",".","0.521666667","51.81277337"
"955","Lepidospartum","Lepidospartum","Asteraceae","Asterales",0,0,"1","1",0.00210989,".",".",".",".",".",".",".","."
"956","Lepidosperma","Lepidosperma","Cyperaceae","Poales",0,0,"1","0",0.00045977,".",".",".",".",".",".",".","."
"957","Lepidotis","Lycopodium","Lycopodiaceae","Lycophyta",0,0,"1","0",0,".",".",".",".",".",".",".","."
"958","Lepilaena","Althenia","Potamogetonaceae","Alismatales",0,0,".","0",0,".",".",".",".",".",".",".","."
"959","Leptinella","Leptinella","Asteraceae","Asterales",0,0,"1","0",0.00210989,".",".",".",".",".",".",".","."
"960","Leptocarpus","Leptocarpus","Restionaceae","Poales",0,0,"1","0",0,".",".",".",".",".",".",".","."
"961","Leptochloa","Leptochloa","Poaceae","Poales",0,0,"0.05","0",0.074314214,".",".",".",".",".",".",".","."
"962","Leptodactylon","Linanthus","Polemoniaceae","Ericales",0,0,"1","0.375",0,".",".",".",".",".",".",".","."
"963","Leptomeria","Leptomeria","Santalaceae","Santalales",0,0,"1","1",0.002139037,".",".",".",".",".",".",".","."
"964","Leptorhynchos","Leptorhynchos","Asteraceae","Asterales",0,0,"0.666666667","0",0.00210989,".",".",".","1",".",".",".","."
"965","Leptospermum","Leptospermum","Myrtaceae","Myrtales",0.790513834,0.086956522,"1","1",0.003243243,".",".",".",".",".",".",".","."
"966","Lepyrodia","Lepyrodia","Restionaceae","Poales",0,0,"1","0",0,".",".",".",".",".",".",".","."
"967","Lespedeza","Lespedeza","Fabaceae","Fabales",2.666666667,0.32,"0.92","0",0.096494845,".",".",".",".",".",".",".","."
"968","Lesquerella","Physaria","Brassicaceae","Brassicales",0,0,"0.625","0",0.00485306,".",".",".",".",".",".","0.69","."
"969","Lessingia","Lessingia","Asteraceae","Asterales",0,0,"0.071428571","0.071428571",0.00210989,".",".",".",".",".",".",".","."
"970","Leucanthemopsis","Leucanthemopsis","Asteraceae","Asterales",0,0,"1","0",0.00210989,".","1","0.5","1",".",".","12.57","."
"971","Leucanthemum","Leucanthemum","Asteraceae","Asterales",0,0,"0.9375","0",0.00210989,".","1","0.5","1",".",".","12.28555556","46.13867943"
"972","Leucochrysum","Leucochrysum","Asteraceae","Asterales",0,0,"0.5","0",0.00210989,".",".",".","1",".",".",".","."
"973","Leucojum","Leucojum","Amaryllidaceae","Asparagales",0,0,"1","0",0,".","1","0.5","1",".",".","32.81666667","5.920112715"
"974","Leucopogon","Leucopogon","Ericaceae","Ericales",0,0,"1","1",0,".",".",".",".",".",".",".","."
"975","Leucothoe","Leucothoe","Ericaceae","Ericales",0,0,"1","1",0,".",".",".",".",".",".",".","."
"976","Leuzea","Leuzea","Asteraceae","Asterales",0,0,"0.5","0",0.00210989,".",".",".",".",".",".",".","."
"977","Levenhookia","Levenhookia","Stylidiaceae","Asterales",0,0,"0","0",0,".",".",".",".",".",".",".","."
"978","Lewisia","Lewisia","Montiaceae","Caryophyllales",4.093567251,0.368421053,"1","0",0,".",".",".",".",".",".","3.916666667","30.46047688"
"979","Leymus","Leymus","Poaceae","Poales",4.285714286,0.3,"1","0",0.074314214,".","1","0","0",".",".","12.29333333","27.80101131"
"980","Liatris","Liatris","Asteraceae","Asterales",0,0,"1","0",0.00210989,".",".",".",".",".","0.97",".","."
"981","Libertia","Libertia","Iridaceae","Asparagales",0,0,"1","0",0,".",".",".",".",".",".",".","."
"982","Ligularia","Ligularia","Asteraceae","Asterales",0,0,"1","0",0.00210989,".",".",".",".",".",".",".","."
"983","Ligusticum","Ligusticum","Apiaceae","Apiales",0,0,"1","0",0.003968254,".","1","0.833333333","1","4",".",".","."
"984","Ligustrum","Ligustrum","Oleaceae","Lamiales",0,0,"1","1",0.003252033,".","1","1","1","3",".","1.325","0"
"985","Lilaeopsis","Lilaeopsis","Apiaceae","Apiales",0,0,"1","0",0.003968254,".",".",".",".",".",".",".","."
"986","Lilium","Lilium","Liliaceae","Liliales",1.505376344,0.225806452,"1","0",0,".","1","0.75","1",".",".","37.98583333","13.38998651"
"987","Limnanthes","Limnanthes","Limnanthaceae","Brassicales",0,0,"0","0",0,".",".",".",".",".","0.7014","1.39","."
"988","Limonium","Limonium","Plumbaginaceae","Caryophyllales",0.12642225,0.07079646,"0.955752212","0.044247788",0.001196172,".","1","0.75","1","1.333333333",".","4.695555556","51.21710909"
"989","Limosella","Limosella","Plantaginaceae","Lamiales",4.444444444,0.2,"0.15","0",0.005925926,".","1","0.75","1",".",".",".","."
"990","Linanthus","Linanthus","Polemoniaceae","Ericales",0,0,"0.066666667","0",0,".",".",".",".",".","0.11","1.32","."
"991","Linaria","Linaria","Plantaginaceae","Lamiales",0.289395071,0.149038462,"0.451374207","0",0.005925926,".","1","0.6875","1",".",".","0.87","."
"992","Lindernia","Lindernia","Linderniaceae","Lamiales",0,0,"0.5","0",0,"1","1","1","1",".",".",".","."
"993","Lindsaea","Lindsaea","Lindsaeaceae","Monilophyta",5,0.1,"1","0",0,".",".",".",".",".",".",".","."
"994","Linum","Linum","Linaceae","Malpighiales",0,0,"0.510721553","0.144736842",0,"0","1","0.85","1","4",".","0.915","61.56648452"
"995","Liparis","Liparis","Orchidaceae","Asparagales",0,0,"1","0",0,"1","1","0.5","1","3.5",".","9.7","."
"996","Lipocarpha","Cyperus","Cyperaceae","Poales",0,0,"0","0",0.00045977,"0",".",".","0",".",".",".","."
"997","Lipochaeta","Lipochaeta","Asteraceae","Asterales",1.578947368,0.15,"0.95","0",0.00210989,".",".",".",".",".",".",".","."
"998","Listera","Genista","Orchidaceae","Asparagales",1.098901099,0.071428571,"1","0",0,".",".",".",".",".",".",".","."
"999","Lithodora","Lithodora","Boraginaceae","Boraginales",0,0,"1","1",0.001824818,".",".",".","1","3",".",".","."
"1000","Lithophragma","Lithophragma","Saxifragaceae","Saxifragales",0,0,"1","0",0,".",".",".",".",".",".",".","."
"1001","Lithospermum","Lithospermum","Boraginaceae","Boraginales",0,0,"0.722222222","0",0.001824818,"0","1","1","1",".",".",".","."
"1002","Lobelia","Lobelia","Campanulaceae","Asterales",0.12195122,0.024390244,"0.794117647","0.317073171",0,"1","1","1","1","2.083333333","0.73","5.473","38.99487322"
"1003","Lobularia","Lobularia","Brassicaceae","Brassicales",0,0,"0.5","0",0.00485306,".","1","1","1",".",".","0.55","5.142594772"
"1004","Loeflingia","Loeflingia","Caryophyllaceae","Caryophyllales",0,0,"0","0",0.001818182,".",".",".",".",".",".",".","."
"1005","Loeseliastrum","Loeseliastrum","Polemoniaceae","Ericales",0,0,"0","0",0,".",".",".",".",".",".",".","."
"1006","Logania","Logania","Loganiaceae","Gentianales",0,0,"1","0.666666667",0,".",".",".",".",".",".",".","."
"1007","Logfia","Logfia","Asteraceae","Asterales",10,0.25,"0","0",0.00210989,".",".",".",".",".",".",".","."
"1008","Lolium","Lolium","Poaceae","Poales",5.538461538,0.692307692,"0.333333333","0",0.074314214,".","1","1","0",".","0.82","2.8","9.5995342"
"1009","Lomandra","Lomandra","Asparagaceae","Asparagales",0,0,"1","0",0,".",".",".",".",".",".",".","."
"1010","Lomatia","Lomatia","Proteaceae","Proteales",0,0,"1","1",0.000625,".",".",".",".",".",".",".","."
"1011","Lomatium","Lomatium","Apiaceae","Apiales",0,0,"1","0",0.003968254,".",".",".",".",".",".",".","."
"1012","Lomatogonium","Lomatogonium","Gentianaceae","Gentianales",0,0,"0","0",0,".","1","1","1",".",".",".","."
"1013","Lonicera","Lonicera","Caprifoliaceae","Dipsacales",0.175336061,0.050847458,"1","1",0,".","1","0.857142857","1","3.5",".","1.955","63.95099137"
"1014","Lophochloa","Rostraria","Poaceae","Poales",0,0,"0","0",0.074314214,".",".",".",".",".",".",".","."
"1015","Lotononis","Lotononis","Fabaceae","Fabales",0,0,"1","1",0.096494845,"1",".",".",".","0",".",".","."
"1016","Lotus","Lotus","Fabaceae","Fabales",0.1143903,0.053191489,"0.680851064","0.021276596",0.096494845,"1","1","0.928571429","1","1",".","0.813055556","34.0913313"
"1017","Ludwigia","Ludwigia","Onagraceae","Myrtales",0.476190476,0.047619048,"1","0.047619048",0.001538462,"0","1","0.5","1","2","0.2","1.09","5.189774541"
"1018","Lunaria","Lunaria","Brassicaceae","Brassicales",0,0,"0.666666667","0",0.00485306,".","1","0.75","1",".",".","1.85","."
"1019","Lupinus","Lupinus","Fabaceae","Fabales",0.043459365,0.025423729,"0.618644068","0.076923077",0.096494845,".","1","1","1","2.5","0.361923077","0.837971014","23.76764836"
"1020","Luzula","Luzula","Juncaceae","Poales",0.085251492,0.028985507,"0.872881356","0",0,".","1","0.5","0.078947368",".",".","1.232553191","42.33943167"
"1021","Lychnis","Lychnis","Caryophyllaceae","Caryophyllales",0,0,"1","0",0.001818182,".",".",".",".",".",".",".","."
"1022","Lycium","Lycium","Solanaceae","Solanales",0,0,"1","1",0.089837398,".","1","0.5","1","0",".","2.427142857","18.99752354"
"1023","Lycopersicon","Solanum","Solanaceae","Solanales",0,0,"0.625","0",0.089837398,".","1","1","1",".","0.135","1.147222222","9.259217862"
"1024","Lycopodiella","Lycopodiella","Lycopodiaceae","Lycophyta",10,0.2,"1","0",0,".","1","0.5",".",".",".",".","."
"1025","Lycopodium","Lycopodium","Lycopodiaceae","Lycophyta",0,0,"1","0",0,".","1","0.5",".",".",".","3.942","25.29695832"
"1026","Lycopus","Lycopus","Lamiaceae","Lamiales",0,0,"1","0",0.004320557,".","1","0.5","1",".",".",".","."
"1027","Lycurus","Muhlenbergia","Poaceae","Poales",0,0,"1","0",0.074314214,".",".",".",".",".",".",".","."
"1028","Lygodesmia","Lygodesmia","Asteraceae","Asterales",0,0,"0.857142857","0",0.00210989,".",".",".",".",".",".",".","."
"1029","Lygos","Retama","Fabaceae","Fabales",0,0,"1","1",0.096494845,".",".",".",".",".",".",".","."
"1030","Lyonia","Lyonia","Ericaceae","Ericales",0,0,"1","1",0,".",".",".",".","1.75",".",".","."
"1031","Lyperanthus","Lyperanthus","Orchidaceae","Asparagales",0,0,"1","0",0,".",".",".",".",".",".",".","."
"1032","Lysichiton","Lysichiton","Araceae","Alismatales",0,0,"1","0",0.000248447,".",".",".","1",".",".",".","."
"1033","Lysimachia","Lysimachia","Primulaceae","Ericales",0.150829563,0.038461538,"0.976744186","0.211538462",0,".","1","0.428571429","0.944444444","5",".","2.385","10.37682907"
"1034","Lysiosepalum","Lysiosepalum","Malvaceae","Malvales",0,0,"1","1",0.006153846,".",".",".",".",".",".",".","."
"1035","Lythrum","Lythrum","Lythraceae","Myrtales",0.158730159,0.027777778,"0.5","0",0,"0","1","0.833333333","1",".",".",".","."
"1036","Machaeranthera","Machaeranthera","Asteraceae","Asterales",0.246305419,0.034482759,"0.529411765","0.086206897",0.00210989,".",".",".",".",".",".","1.763333333","29.78440691"
"1037","Machaerina","Machaerina","Cyperaceae","Poales",0,0,"1","0",0.00045977,".",".",".",".",".",".",".","."
"1038","Macroptilium","Macroptilium","Fabaceae","Fabales",0,0,"0.5","0",0.096494845,".",".",".","1",".",".","1.033333333","32.9364159"
"1039","Madia","Madia","Asteraceae","Asterales",0.793650794,0.107142857,"0.068965517","0",0.00210989,".",".",".",".",".",".",".","."
"1040","Magnolia","Magnolia","Magnoliaceae","Magnoliales",0,0,"1","1",0,".",".",".","1","2.802325581","0.5185","4.268333333","53.32801928"
"1041","Mahonia","Berberis","Berberidaceae","Ranunculales",0,0,"1","1",0,".",".",".",".","2",".",".","."
"1042","Maianthemum","Maianthemum","Asparagaceae","Asparagales",0,0,"1","0",0,".","1","0.5","1",".",".","16.94909091","24.90633622"
"1043","Maireana","Maireana","Amaranthaceae","Caryophyllales",0.216450216,0.022727273,"1","0.727272727",0.041463415,".",".",".","0",".",".","1.43","."
"1044","Malabaila","Grafia","Apiaceae","Apiales",0,0,"0","0",0.003968254,".",".",".",".",".",".",".","."
"1045","Malacothamnus","Malacothamnus","Malvaceae","Malvales",0,0,"1","1",0.006153846,".",".",".",".",".",".",".","."
"1046","Malacothrix","Malacothrix","Asteraceae","Asterales",0,0,"0.105263158","0",0.00210989,".",".",".",".",".",".",".","."
"1047","Malaxis","Malaxis","Orchidaceae","Asparagales",0,0,"1","0",0,".","1","0.5","1",".",".",".","."
"1048","Malcolmia","Malcolmia","Brassicaceae","Brassicales",0,0,"0.1","0",0.00485306,".",".",".",".",".",".","0.33","29.9984695"
"1049","Malope","Malope","Malvaceae","Malvales",0,0,"0.25","0",0.006153846,".",".",".",".",".",".",".","."
"1050","Malus","Malus","Rosaceae","Rosales",1.098901099,0.071428571,"1","1",0.001060071,".","1","1","1","2.333333333",".","0.943162393","30.67836462"
"1051","Malva","Malva","Malvaceae","Malvales",0.317124736,0.068181818,"0.25","0",0.006153846,".","1","1","1",".","0.64","1.188","34.81363168"
"1052","Malvastrum","Malvastrum","Malvaceae","Malvales",0,0,"0.75","0",0.006153846,".",".",".","1",".",".",".","."
"1053","Malvella","Malvella","Malvaceae","Malvales",0,0,"1","0",0.006153846,".",".",".",".",".",".",".","."
"1054","Mammillaria","Mammillaria","Cactaceae","Caryophyllales",0,0,"1","1",0,".",".",".",".","3.25",".","3.294117647","60.76258263"
"1055","Mandragora","Mandragora","Solanaceae","Solanales",0,0,"1","0",0.089837398,".",".",".",".",".",".",".","."
"1056","Marah","Marah","Cucurbitaceae","Cucurbitales",20,0.4,"1","0",0.024852071,".",".",".",".",".",".",".","."
"1057","Marina","Marina","Fabaceae","Fabales",0,0,"1","0",0.096494845,".",".",".",".",".",".",".","."
"1058","Mariscus","Cyperus","Cyperaceae","Poales",0,0,"1","0",0.00045977,"1",".",".",".",".",".",".","."
"1059","Marrubium","Marrubium","Lamiaceae","Lamiales",4.545454545,0.25,"1","0",0.004320557,".","1","0.75","1",".",".",".","."
"1060","Marsdenia","Marsdenia","Apocynaceae","Gentianales",0,0,"1","0",0.000658617,".",".",".","1","2",".",".","."
"1061","Marsilea","Marsilea","Marsileaceae","Monilophyta",0,0,"1","0",0,".","1","0.5",".",".",".","4.08","."
"1062","Matelea","Matelea","Apocynaceae","Gentianales",0,0,"1","1",0.000658617,".",".",".","1","2.75",".",".","."
"1063","Matricaria","Matricaria","Asteraceae","Asterales",0,0,"0.25","0",0.00210989,".","1","1","1",".",".","2.7525","27.3348096"
"1064","Matthiola","Matthiola","Brassicaceae","Brassicales",0,0,"0.433333333","0",0.00485306,".","1","1","1",".",".","2.147142857","15.71517422"
"1065","Maurandya","Maurandya","Plantaginaceae","Lamiales",0,0,"1","0",0.005925926,".",".",".",".",".",".",".","."
"1066","Meconella","Meconella","Papaveraceae","Ranunculales",0,0,"0","0",0,".",".",".",".",".",".",".","."
"1067","Medicago","Medicago","Fabaceae","Fabales",0,0,"0.3","0.012195122",0.096494845,".","1","0.857142857","1","4","0.0595","1.118","42.16043435"
"1068","Megalodonta","Bidens","Asteraceae","Asterales",0,0,".","0",0.00210989,".",".",".",".",".",".",".","."
"1069","Melaleuca","Melaleuca","Myrtaceae","Myrtales",2.564102564,0.153846154,"1","1",0.003243243,".",".",".",".",".","0.935","0.883333333","8.496853018"
"1070","Melampyrum","Melampyrum","Orobanchaceae","Lamiales",0,0,"0","0",0,".","1","1","1",".",".","8.24","."
"1071","Melastoma","Melastoma","Melastomataceae","Myrtales",0,0,"1","1",0,".",".",".",".",".",".",".","."
"1072","Melianthus","Melianthus","Melianthaceae","Geraniales",0,0,"1","1",0,".",".",".",".",".",".","0.64","."
"1073","Melica","Melica","Poaceae","Poales",0,0,"1","0",0.074314214,".","1","0.5","0",".",".","2.53","."
"1074","Melilotus","Melilotus","Fabaceae","Fabales",0,0,"0.042857143","0",0.096494845,".","1","1","1",".",".","1.23","0"
"1075","Menkea","Menkea","Brassicaceae","Brassicales",0,0,"0","0",0.00485306,".",".",".",".",".",".",".","."
"1076","Menodora","Menodora","Oleaceae","Lamiales",0,0,"1","0.7",0.003252033,".",".",".",".",".",".",".","."
"1077","Mentha","Mentha","Lamiaceae","Lamiales",4.444444444,0.777777778,"0.956521739","0",0.004320557,".","1","0.28125","1",".",".","0.74","89.03549411"
"1078","Mentzelia","Mentzelia","Loasaceae","Cornales",0.153609831,0.047619048,"0.351015459","0.106060606",0,".",".",".",".",".",".",".","."
"1079","Mercurialis","Mercurialis","Euphorbiaceae","Malpighiales",2.777777778,0.111111111,"0.777777778","0",0.01239531,".","1","0.666666667","0.5",".","0.58","1.687142857","46.98623198"
"1080","Merendera","Colchicum","Colchicaceae","Liliales",0,0,"1","0",0,".",".",".",".",".",".",".","."
"1081","Merremia","Merremia","Convolvulaceae","Solanales",0,0,".","0.5",0.044375,"0",".",".","1",".",".",".","."
"1082","Mertensia","Mertensia","Boraginaceae","Boraginales",4.210526316,0.4,"1","0",0.001824818,".",".","1","0.5",".",".",".","."
"1083","Mesembryanthemum","Mesembryanthemum","Aizoaceae","Caryophyllales",0,0,"0","0",0.000990099,".",".",".","1",".",".","0.43","."
"1084","Metrosideros","Metrosideros","Myrtaceae","Myrtales",0,0,"1","1",0.003243243,".",".",".",".","2","0.71",".","."
"1085","Microcybe","Microcybe","Rutaceae","Sapindales",0,0,"1","1",0.001652893,".",".",".",".",".",".",".","."
"1086","Microlepia","Microlepia","Dennstaedtiaceae","Monilophyta",100,0.5,"1","0",0,".",".",".",".",".",".","7.94","."
"1087","Micromeria","Micromeria","Lamiaceae","Lamiales",0.476190476,0.047619048,"1","0.571428571",0.004320557,"1",".",".",".","0",".","0.431666667","26.7130131"
"1088","Micropyrum","Festuca","Poaceae","Poales",0,0,"0","0",0.074314214,".","1","1","0",".",".",".","."
"1089","Microseris","Microseris","Asteraceae","Asterales",2.857142857,0.2,"0.625","0",0.00210989,".",".",".",".",".",".","2.686923077","53.08436044"
"1090","Microsorum","Microsorum","Polypodiaceae","Monilophyta",0,0,".",".",0,".",".",".",".",".",".",".","."
"1091","Microtis","Microtis","Orchidaceae","Asparagales",13.33333333,0.333333333,"1","0",0,".",".",".",".",".",".",".","."
"1092","Milium","Milium","Poaceae","Poales",0,0,"0.5","0",0.074314214,".","1","0.5","0",".",".","4.646","3.35989946"
"1093","Millotia","Millotia","Asteraceae","Asterales",0,0,"0","0",0.00210989,".",".",".",".",".",".",".","."
"1094","Mimosa","Mimosa","Fabaceae","Fabales",0,0,"1","1",0.096494845,"0",".",".","1","2.214285714",".","0.64","8.838834765"
"1095","Mimulus","Mimulus","Phrymaceae","Lamiales",0.12343502,0.065420561,"0.35046729","0.009345794",0,".","1","0.5","1",".","0.268714286","0.37","."
"1096","Minuartia","Minuartia","Caryophyllaceae","Caryophyllales",0,0,"0.729885057","0",0.001818182,".","1","1","0.958333333","4",".","1.026","4.140866625"
"1097","Minuria","Minuria","Asteraceae","Asterales",0,0,"1","0",0.00210989,".",".",".",".",".",".",".","."
"1098","Mirabilis","Mirabilis","Nyctaginaceae","Caryophyllales",0,0,"1","0.026315789",0.005063291,"0",".",".","1",".",".","1.19","."
"1099","Mirbelia","Mirbelia","Fabaceae","Fabales",0,0,"1","1",0.096494845,".",".",".",".",".",".",".","."
"1100","Miscanthus","Miscanthus","Poaceae","Poales",0,0,"1","0",0.074314214,".",".",".",".",".",".","3.7","21.64272619"
"1101","Misopates","Misopates","Plantaginaceae","Lamiales",0,0,"0","0",0.005925926,"1","1","1","1",".",".",".","."
"1102","Mitella","Mitella","Saxifragaceae","Saxifragales",1.818181818,0.090909091,"1","0",0,".",".",".",".",".",".",".","."
"1103","Mitrasacme","Mitrasacme","Loganiaceae","Gentianales",0,0,"1","0",0,".",".",".",".",".",".",".","."
"1104","Moehringia","Moehringia","Caryophyllaceae","Caryophyllales",0,0,"0.934782609","0",0.001818182,".","1","1","1","3",".",".","."
"1105","Moenchia","Moenchia","Caryophyllaceae","Caryophyllales",0,0,"0","0",0.001818182,".","1","1","1",".",".",".","."
"1106","Mohavea","Mohavea","Plantaginaceae","Lamiales",0,0,"0","0",0.005925926,".",".",".",".",".",".",".","."
"1107","Molinerella","Molineriella","Poaceae","Poales",0,0,"0","0",0.074314214,".",".",".",".",".",".",".","."
"1108","Mollugo","Mollugo","Molluginaceae","Caryophyllales",0,0,"0","0",0.022988506,"0",".",".",".",".",".",".","."
"1109","Moltkia","Moltkia","Boraginaceae","Boraginales",0,0,"1","0.666666667",0.001824818,".",".",".",".",".",".","0.84","."
"1110","Monarda","Monarda","Lamiaceae","Lamiales",0,0,"0.375","0",0.004320557,".","1","0.5","1",".",".",".","."
"1111","Monardella","Monardella","Lamiaceae","Lamiales",4.086021505,0.612903226,"0.741935484","0",0.004320557,".",".",".",".",".",".",".","."
"1112","Monolepis","Monolepis","Amaranthaceae","Caryophyllales",0,0,"0","0",0.041463415,".",".",".",".",".",".",".","."
"1113","Monolopia","Monolopia","Asteraceae","Asterales",0,0,"0","0",0.00210989,".",".",".",".",".",".",".","."
"1114","Monoptilon","Monoptilon","Asteraceae","Asterales",0,0,"0","0",0.00210989,".",".",".",".",".",".",".","."
"1115","Monotoca","Monotoca","Ericaceae","Ericales",20,0.5,"1","1",0,".",".",".",".",".",".",".","."
"1116","Monotropa","Monotropa","Ericaceae","Ericales",0,0,"1","0",0,".","1","0.5","1",".",".",".","."
"1117","Montia","Montia","Montiaceae","Caryophyllales",0,0,"0.233333333","0",0,".","1","0.5","1",".",".","0.6","."
"1118","Moricandia","Moricandia","Brassicaceae","Brassicales",0,0,"1","0",0.00485306,".",".",".",".",".",".","0.65","."
"1119","Morinda","Morinda","Rubiaceae","Gentianales",0,0,"1","1",6e-04,"0",".",".",".","1.25",".","0.65","6.527139519"
"1120","Morus","Morus","Moraceae","Rosales",0,0,"1","1",0.01,"0",".",".","0",".",".","0.625","0"
"1121","Mucizonia","Sedum","Crassulaceae","Saxifragales",0,0,"0","0",0,".",".",".",".",".",".",".","."
"1122","Mucronea","Mucronea","Polygonaceae","Caryophyllales",0,0,"0","0",0.002727273,".",".",".",".",".",".",".","."
"1123","Mucuna","Mucuna","Fabaceae","Fabales",0,0,"1","1",0.096494845,"1",".",".",".",".",".",".","."
"1124","Muehlenbeckia","Muehlenbeckia","Polygonaceae","Caryophyllales",0,0,"1","0.7",0.002727273,".",".",".","1",".",".",".","."
"1125","Muellerina","Muellerina","Loranthaceae","Santalales",0,0,"1","1",0,".",".",".",".",".",".","5.7","18.60807319"
"1126","Muhlenbergia","Muhlenbergia","Poaceae","Poales",0.052882073,0.016129032,"0.879032258","0",0.074314214,".",".",".",".","3",".",".","."
"1127","Muilla","Muilla","Amaryllidaceae","Asparagales",0,0,"1","0",0,".",".",".",".",".",".",".","."
"1128","Murbeckiella","Murbeckiella","Brassicaceae","Brassicales",0,0,"1","0",0.00485306,".",".",".",".",".",".",".","."
"1129","Muretia","Elaeosticta","Apiaceae","Apiales",0,0,"1","0",0.003968254,".",".",".",".",".",".",".","."
"1130","Muscari","Muscari","Asparagaceae","Asparagales",0.584795322,0.052631579,"1","0",0,".","1","0.5","1",".",".","4.18","31.1115181"
"1131","Musineon","Musineon","Apiaceae","Apiales",0,0,"1","0",0.003968254,".",".",".",".",".",".",".","."
"1132","Myoporum","Myoporum","Scrophulariaceae","Lamiales",0,0,"1","1",0.001764706,".",".",".","1","2",".","1.94","."
"1133","Myosotis","Myosotis","Boraginaceae","Boraginales",0.03417635,0.012987013,"0.39055794","0",0.001824818,".","1","0.733333333","1",".",".","2.04","0"
"1134","Myosurus","Ranunculus","Ranunculaceae","Ranunculales",2.222222222,0.1,"0","0",0,".","1","1","1",".",".","1.1","."
"1135","Myrica","Myrica","Myricaceae","Fagales",0,0,"1","1",0,".","1","0","0","2",".","0.42","."
"1136","Myriophyllum","Myriophyllum","Haloragaceae","Saxifragales",0,0,"0.9375","0",0,".","1","0.25","0.125",".",".","0.426666667","36.78517927"
"1137","Myrsine","Myrsine","Primulaceae","Ericales",0.584795322,0.052631579,"1","1",0,"0",".",".","0.533333333","1.942307692",".","1.23","."
"1138","Myrsiphyllum","Asparagus","Asparagaceae","Asparagales",0,0,"1","0",0,".",".",".",".",".",".",".","."
"1139","Najas","Najas","Hydrocharitaceae","Alismatales",0,0,"0.041666667","0",0,".","1","0.5","0",".",".",".","."
"1140","Nama","Nama","Boraginaceae","Boraginales",0,0,"0.157894737","0",0.001824818,".",".",".",".",".",".",".","."
"1141","Narcissus","Narcissus","Amaryllidaceae","Asparagales",1.41025641,0.275,"1","0",0,".","1","0.5","1","3","0.73","15.11941176","35.06471115"
"1142","Narthecium","Narthecium","Nartheciaceae","Dioscoreales",0,0,"1","0",0,".","1","0","1",".",".","0.41","."
"1143","Nassella","Nassella","Poaceae","Poales",0,0,"1","0",0.074314214,".",".",".",".","0",".",".","."
"1144","Nasturtium","Nasturtium","Brassicaceae","Brassicales",16.66666667,0.25,"1","0",0.00485306,".","1","0.333333333","1",".",".","0.595","14.01120336"
"1145","Navarretia","Navarretia","Polemoniaceae","Ericales",0,0,"0","0",0,".",".",".",".",".",".",".","."
"1146","Nemacladus","Nemacladus","Campanulaceae","Asterales",0,0,"0","0",0,".",".",".",".",".",".",".","."
"1147","Nemophila","Nemophila","Boraginaceae","Boraginales",0,0,"0","0",0.001824818,".",".",".",".",".",".","1.25","."
"1148","Nepeta","Nepeta","Lamiaceae","Lamiales",0,0,"1","0",0.004320557,".","1","0.875","1",".",".","0.28","."
"1149","Nephrolepis","Nephrolepis","Lomariopsidaceae","Monilophyta",20,0.4,"1","0",0,".",".",".",".",".",".","8.633333333","18.19135232"
"1150","Neraudia","Neraudia","Urticaceae","Rosales",0,0,"1","1",0,".",".",".",".","3",".",".","."
"1151","Nicotiana","Nicotiana","Solanaceae","Solanales",0.793650794,0.107142857,"0.321428571","0.142857143",0.089837398,".","1","1","1","0",".","3.697346939","29.20335261"
"1152","Nigella","Nigella","Ranunculaceae","Ranunculales",0,0,"0","0",0,".","1","1","1",".",".","10.66","0.243721971"
