Group,Order,Family,Genus,Orignal_Name,Accepted_Name,Seed_Dispersal_Category,Seed_Dispersal_Orignal_Discription,Seed_Dispersal_Data_Source
Magnoliidae,Laurales,Lauraceae,Lindera,Lindera reflexa,Lindera reflexa,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Litsea,Litsea acutivena,Litsea acutivena,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Litsea,Litsea baviensis,Litsea baviensis,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Litsea,Litsea bindoniana,Litsea bindoniana,Zoochory,endozoochory,"AusTraits, a curated plant trait database for the Australian flora"
Magnoliidae,Laurales,Lauraceae,Litsea,Litsea coreana var. sinensis,Litsea coreana,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Litsea,Litsea cubeba,Litsea cubeba,Zoochory,Animal,KEW Seed Information Database (SID)
Magnoliidae,Laurales,Lauraceae,Litsea,Litsea dilleniifolia,Litsea dilleniifolia,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Litsea,Litsea elongata,Litsea elongata,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Litsea,Litsea glutinosa,Litsea glutinosa,Zoochory,Animal,KEW Seed Information Database (SID)
Magnoliidae,Laurales,Lauraceae,Litsea,Litsea lancifolia,Litsea lancifolia,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Litsea,Litsea leefeana,Litsea leefeana,Zoochory,endozoochory,"AusTraits, a curated plant trait database for the Australian flora"
Magnoliidae,Laurales,Lauraceae,Litsea,Litsea martabanica,Litsea martabanica,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Litsea,Litsea mollis,Litsea mollis,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Litsea,Litsea monopetala,Litsea monopetala,Zoochory,Animal,KEW Seed Information Database (SID)
Magnoliidae,Laurales,Lauraceae,Litsea,Litsea panamanja,Litsea panamanja,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Litsea,Litsea pungens,Litsea pungens,Zoochory,Endo,"Disentangling ecological, allometric and evolutionary determinants of the relationship between seed mass and elevation: insights from multiple analyses of 1355 angiosperm species on the eastern Tibetan Plateau"
Magnoliidae,Laurales,Lauraceae,Litsea,Litsea rotundifolia,Litsea rotundifolia,Zoochory,Animal,KEW Seed Information Database (SID)
Magnoliidae,Laurales,Lauraceae,Litsea,Litsea salicifolia,Litsea salicifolia,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Litsea,Litsea szemaois,Litsea szemaois,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Litsea,Litsea veitchiana,Litsea veitchiana,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Litsea,Litsea verticillata,Litsea verticillata,Zoochory,Animal,KEW Seed Information Database (SID)
Magnoliidae,Laurales,Lauraceae,Machilus,Machilus breviflora,Machilus breviflora,Zoochory,Animal,KEW Seed Information Database (SID)
Magnoliidae,Laurales,Lauraceae,Machilus,Machilus chinensis,Machilus chinensis,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Machilus,Machilus gamblei,Machilus gamblei,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Machilus,Machilus grijsii,Machilus grijsii,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Machilus,Machilus ichangensis,Machilus ichangensis,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Machilus,Machilus kwangtungensis,Machilus kwangtungensis,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Machilus,Machilus leptophylla,Machilus leptophylla,Zoochory,Animal,KEW Seed Information Database (SID)
Magnoliidae,Laurales,Lauraceae,Machilus,Machilus lichuanensis,Machilus lichuanensis,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Machilus,Machilus litseifolia,Machilus litseifolia,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Machilus,Machilus melanophylla,Machilus melanophylla,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Machilus,Machilus oreophila,Machilus oreophila,Zoochory,Animal,KEW Seed Information Database (SID)
Magnoliidae,Laurales,Lauraceae,Machilus,Machilus pauhoi,Machilus pauhoi,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Machilus,Machilus phoenicis,Machilus phoenicis,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Machilus,Machilus robusta,Machilus robusta,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Machilus,Machilus rufipes,Machilus rufipes,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Machilus,Machilus salicina,Machilus salicina,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Machilus,Machilus tenuipilis,Machilus tenuipilis,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Machilus,Machilus thunbergii,Machilus thunbergii,Zoochory,Animal,KEW Seed Information Database (SID)
Magnoliidae,Laurales,Lauraceae,Machilus,Machilus velutina,Machilus velutina,Zoochory,Animal,KEW Seed Information Database (SID)
Magnoliidae,Laurales,Lauraceae,Machilus,Machilus yunnanensis,Machilus yunnanensis,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Mezilaurus,Mezilaurus crassiramea,Mezilaurus crassiramea,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Laurales,Lauraceae,Mezilaurus,Mezilaurus lindaviana,Mezilaurus lindaviana,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Laurales,Lauraceae,Mezilaurus,Mezilaurus synandra,Mezilaurus synandra,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Laurales,Lauraceae,Mezilaurus,Mezilaurus vanderwerffii,Mezilaurus vanderwerffii,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Laurales,Lauraceae,Nectandra,Nectandra amazonum,Nectandra amazonum,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Laurales,Lauraceae,Nectandra,Nectandra angustifolia,Nectandra angustifolia,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Laurales,Lauraceae,Nectandra,Nectandra cissiflora,Nectandra cissiflora,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Laurales,Lauraceae,Nectandra,Nectandra cuspidata,Nectandra cuspidata,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Laurales,Lauraceae,Nectandra,Nectandra gardneri,Nectandra gardneri,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Laurales,Lauraceae,Nectandra,Nectandra globosa,Nectandra globosa,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Laurales,Lauraceae,Nectandra,Nectandra grandiflora,Nectandra grandiflora,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Laurales,Lauraceae,Nectandra,Nectandra hihua,Nectandra hihua,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Laurales,Lauraceae,Nectandra,Nectandra lanceolata,Nectandra lanceolata,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Laurales,Lauraceae,Nectandra,Nectandra matogrossensis,Nectandra matogrossensis,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Laurales,Lauraceae,Nectandra,Nectandra membranacea,Nectandra membranacea,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Laurales,Lauraceae,Nectandra,Nectandra nitidula,Nectandra nitidula,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Laurales,Lauraceae,Nectandra,Nectandra oppositifolia,Nectandra oppositifolia,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Laurales,Lauraceae,Nectandra,Nectandra psammophila,Nectandra psammophila,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Laurales,Lauraceae,Nectandra,Nectandra puberula,Nectandra puberula,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Laurales,Lauraceae,Nectandra,Nectandra reticulata,Nectandra reticulata,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Laurales,Lauraceae,Nectandra,Nectandra turbacensis,Nectandra turbacensis,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Laurales,Lauraceae,Nectandra,Nectandra venulosa,Nectandra venulosa,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Laurales,Lauraceae,Nectandra,Nectandra warmingii,Nectandra warmingii,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Laurales,Lauraceae,Neocinnamomum,Neocinnamomum caudatum,Neocinnamomum caudatum,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Neolitsea,Neolitsea aurata,Neolitsea aurata,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Neolitsea,Neolitsea chui,Neolitsea chui,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Neolitsea,Neolitsea confertifolia,Neolitsea confertifolia,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Neolitsea,Neolitsea dealbata,Neolitsea dealbata,Zoochory,endozoochory,"AusTraits, a curated plant trait database for the Australian flora"
Magnoliidae,Laurales,Lauraceae,Neolitsea,Neolitsea levinei,Neolitsea levinei,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Neolitsea,Neolitsea pallens,Neolitsea pallens,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Neolitsea,Neolitsea phanerophlebia,Neolitsea phanerophlebia,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Neolitsea,Neolitsea polycarpa,Neolitsea polycarpa,Zoochory,Zoochory,Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China
Magnoliidae,Laurales,Lauraceae,Neolitsea,Neolitsea pulchella,Neolitsea pulchella,Zoochory,Animal,KEW Seed Information Database (SID)
Magnoliidae,Laurales,Lauraceae,Ocotea,Ocotea aciphylla,Ocotea aciphylla,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Laurales,Lauraceae,Ocotea,Ocotea acutifolia,Ocotea acutifolia,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Laurales,Lauraceae,Ocotea,Ocotea adamantina,Ocotea adamantina,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Laurales,Lauraceae,Ocotea,Ocotea austinii,Ocotea austinii,Zoochory,Animal,KEW Seed Information Database (SID)
Magnoliidae,Laurales,Lauraceae,Ocotea,Ocotea bernoulliana,Ocotea bernoulliana,Zoochory,Animal,KEW Seed Information Database (SID)
Magnoliidae,Laurales,Lauraceae,Ocotea,Ocotea canaliculata,Ocotea canaliculata,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Laurales,Lauraceae,Ocotea,Ocotea cernua,Ocotea leptobotra,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Laurales,Lauraceae,Ocotea,Ocotea colophantera,Ocotea colophanthera,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Laurales,Lauraceae,Ocotea,Ocotea corymbosa,Ocotea corymbosa,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Laurales,Lauraceae,Ocotea,Ocotea cujumary,Ocotea cujumary,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Laurales,Lauraceae,Ocotea,Goeppertia barbata,Ocotea debilis,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Laurales,Lauraceae,Ocotea,Ocotea dendrodaphne,Mespilodaphne macrophylla,Zoochory,Animal,KEW Seed Information Database (SID)
Magnoliidae,Laurales,Lauraceae,Ocotea,Ocotea densiflora,Ocotea densiflora,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Laurales,Lauraceae,Ocotea,Ocotea diospyrifolia,Ocotea diospyrifolia,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Laurales,Lauraceae,Ocotea,Ocotea endresiana,Ocotea endresiana,Zoochory,Animal,KEW Seed Information Database (SID)
Magnoliidae,Laurales,Lauraceae,Ocotea,Ocotea fasciculata,Ocotea fasciculata,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Laurales,Lauraceae,Ocotea,Ocotea floribunda,Ocotea floribunda,Zoochory,Animal,KEW Seed Information Database (SID)
Magnoliidae,Laurales,Lauraceae,Ocotea,Ocotea frondosa,Ocotea frondosa,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Laurales,Lauraceae,Ocotea,Ocotea glaucosericea,Ocotea glaucosericea,Zoochory,Animal,KEW Seed Information Database (SID)
Magnoliidae,Laurales,Lauraceae,Ocotea,Ocotea glaziovii,Ocotea glaziovii,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Laurales,Lauraceae,Ocotea,Ocotea glomerata,Ocotea glomerata,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Laurales,Lauraceae,Ocotea,Ocotea gracilis,Ocotea gracilis,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Laurales,Lauraceae,Ocotea,Ocotea guianensis,Ocotea guianensis,Zoochory,zoochor,Species able to reproduce after fire in a Brazilian Savanna
Magnoliidae,Laurales,Lauraceae,Ocotea,Ocotea indecora,Ocotea indecora,Zoochory,Animal,Traits and ecological strategies of 66 subtropical tree species in the Brazilian Atlantic Forest
Magnoliidae,Laurales,Lauraceae,Ocotea,Ocotea insularis,Ocotea insularis,Zoochory,Animal,KEW Seed Information Database (SID)
