State,Raw.Scientific.Name,Clean.Scientific.Name,Reg.Level,Accepted.Symbol,Native.Status
MS,Imperata braziliensis,Imperata brasiliensis,Noxious weed,IMBR,L48(I)PR(I)
MS,Imperata cylindrica,Imperata cylindrica,Noxious weed,IMCY,L48(I)
MS,Melaleuca quinquenervia,Melaleuca quinquenervia,Prohibited aquatic plant,MEQU,L48(I)HI(I)PR(I)
MS,Myriophyllum spicatum,Myriophyllum spicatum,Prohibited aquatic plant,MYSP2,L48(I)AK(I)CAN(I)
MS,Pistia stratiotes,Pistia stratiotes,Prohibited aquatic plant,PIST2,L48(N)HI(I)PR(N)VI(N)
MS,Pueraria montana var. lobata,Pueraria montana var. lobata,Noxious weed,PUMOL,L48(I)HI(I)
MS,Rottboellia cochinchinensis,Rottboellia cochinchinensis,Noxious weed,ROCO6,L48(I)PR(I)
MS,Salvinia molesta,Salvinia molesta,Noxious weed,SAMO5,L48(I)HI(I)
MS,Sapium sebiferum,Sapium sebiferum,Noxious weed,TRSE6,
MS,Solanum viarum,Solanum viarum,Noxious weed,SOVI2,L48(I)
MT,Acroptilon repens,Acroptilon repens,Priority 2B - Noxious weed,ACRE3,L48(I)CAN(I)
MT,Rhaponticum repens,Panicum repens,Priority 2B - Noxious weed,PARE3,L48(I)HI(I)
MT,Berteroa incana,Berteroa incana,Priority 2B - Noxious weed,BEIN2,L48(I)AK(I)CAN(I)
MT,Butomus umbellatus,Butomus umbellatus,Priority 2A - Noxious weed,BUUM,L48(I)CAN(I)
MT,Cardaria draba,Cardaria draba,Priority 2B - Noxious weed,CADR,L48(I)CAN(I)
MT,Lepidium draba,Lepidium draba,Priority 2B - Noxious weed,CADR,
MT,Centaurea diffusa,Centaurea diffusa,Priority 2B - Noxious weed,CEDI3,L48(I)CAN(I)
MT,Centaurea solstitialis,Centaurea solstitialis,Priority 1A - Noxious weed,CESO3,L48(I)CAN(I)
MT,Centaurea stoebe,Centaurea stoebe,Priority 2B - Noxious weed,CEST8,L48(I)HI(I)CAN(I)
MT,C. maculosa,Centaurea maculosa,Priority 2B - Noxious weed,CESTM,
MT,Chondrilla juncea,Chondrilla juncea,Priority 1B - Noxious weed,CHJU,L48(I)CAN(I)
MT,Cirsium arvense,Cirsium arvense,Priority 2B - Noxious weed,CIAR4,L48(I)AK(I)CAN(I)GL(I)SPM(I)
MT,Convolvulus arvensis,Convolvulus arvensis,Priority 2B - Noxious weed,COAR4,L48(I)HI(I)CAN(I)
MT,Cynoglossum officinale,Cynoglossum officinale,Priority 2B - Noxious weed,CYOF,L48(I)CAN(I)
MT,Cytisus scoparius,Cytisus scoparius,Priority 1B - Noxious weed,CYSC4,L48(I)AK(I)HI(I)CAN(I)
MT,Echium vulgare,Echium vulgare,Priority 1B - Noxious weed,ECVU,L48(I)AK(I)CAN(W)SPM(I)
MT,Euphorbia esula,Euphorbia esula,Priority 2B - Noxious weed,EUES,L48(I)CAN(I)
MT,Fallopia japonica,Fallopia japonica,Priority 1B - Noxious weed,POCU6,
MT,F. sachalinensis,Fallopia sachalinensis,Priority 1B - Noxious weed,POSA4,
MT,F. × bohemica,Fallopia x bohemica,Priority 1B - Noxious weed,POBO10,
MT,Hieracium aurantiacum,Hieracium aurantiacum,Priority 2A - Noxious weed,HIAU,L48(I)AK(I)CAN(I)SPM(I)
MT,Pilosella aurantiaca,Pilosella aurantiaca,Priority 2A - Noxious weed,,
MT,Hieracium caespitosum,Hieracium caespitosum,Priority 2A - Noxious weed,HICA10,L48(I)CAN(I)
MT,H. praealturm,Hieracium praealtum,Priority 2A - Noxious weed,HIPR3,L48(I)CAN(I)
MT,H. floridundum,Hieracium x floribundum,Priority 2A - Noxious weed,HIFL3,L48(I)CAN(I)SPM(I)
MT,Hypericum perforatum,Hypericum perforatum,Priority 2B - Noxious weed,HYPE,L48(I)HI(I)CAN(I)SPM(I)
MT,Iris pseudacorus,Iris pseudacorus,Priority 2A - Noxious weed,IRPS,L48(I)CAN(I)
MT,Isatis tinctoria,Isatis tinctoria,Priority 1A - Noxious weed,ISTI,L48(I)CAN(W)
MT,Lepidium latifolium,Lepidium latifolium,Priority 2A - Noxious weed,LELA2,L48(I)CAN(I)
MT,Leucanthemum vulgare,Leucanthemum vulgare,Priority 2B - Noxious weed,LEVU,L48(I)AK(I)HI(I)CAN(I)SPM(I)
MT,Linaria dalmatica,Linaria dalmatica,Priority 2B - Noxious weed,LIDA,L48(I)CAN(I)
MT,Linaria vulgaris,Linaria vulgaris,Priority 2B - Noxious weed,LIVU2,L48(I)AK(I)CAN(I)GL(I)SPM(I)
MT,Lythrum salicaria,Lythrum salicaria,Priority 1B - Noxious weed,LYSA2,L48(I)CAN(I)SPM(I)
MT,Myriophyllum spicatum,Myriophyllum spicatum,Priority 2A - Noxious weed,MYSP2,L48(I)AK(I)CAN(I)
MT,Myriophyllum spicatum x Myriophyllum,Myriophyllum spicatum x Myriophyllum,Priority 2A - Noxious weed,,
MT,Phragmites australis ssp. australis,Phragmites australis,Priority 1A - Noxious weed,PHAU7,"L48(I,N)HI(I)CAN(N)"
MT,Pilosella caespitosa,Poa caespitosa,Priority 2A - Noxious weed,POCI8,
MT,Polygonum cuspidatum,Polygonum cuspidatum,Priority 1B - Noxious weed,POCU6,L48(I)AK(I)CAN(I)SPM(I)
MT,P. sachalinense,Polygonum sachalinense,Priority 1B - Noxious weed,POSA4,L48(I)AK(I)CAN(I)
MT,P. × bohemicum,Polygonum x bohemicum,Priority 1B - Noxious weed,POBO10,CAN(I)NA(I)
MT,Potamogeton crispus,Potamogeton crispus,Priority 2B - Noxious weed,POCR3,L48(I)CAN(I)
MT,Potentilla recta,Potentilla recta,Priority 2B - Noxious weed,PORE5,L48(I)CAN(I)
MT,Ranunculus acris,Ranunculus acris,Priority 2A - Noxious weed,RAAC3,"L48(I,N)AK(I)CAN(I)GL(N?)SPM(I)"
MT,Reynoutria japonica,Reynoutria japonica,Priority 1B - Noxious weed,POCU6,
MT,R. sachalinensis,Reynoutria sachalinensis,Priority 1B - Noxious weed,POSA4,
MT,R. × bohemica,Reynoutria x bohemica,Priority 1B - Noxious weed,POBO10,
MT,Rhamnus cathartica,Rhamnus cathartica,Priority 2A - Noxious weed,RHCA3,L48(I)CAN(I)
MT,Senecio jacobaea,Senecio jacobaea,Priority 2A - Noxious weed,SEJA,L48(I)CAN(I)SPM(I)
MT,Jacobaea vulgaris,Jacobaea vulgaris,Priority 2A - Noxious weed,SEJA,
MT,Myriophyllum spicatum,Myriophyllum spicatum,Priority 2A - Noxious weed,MYSP2,L48(I)AK(I)CAN(I)
MT,Taeniatherum caput-medusae,Taeniatherum caput-medusae,Priority 1A - Noxious weed,TACA8,L48(I)
MT,Tamarix spp.,Tamarix spp.,Priority 2B - Noxious weed,NA,
MT,Tanacetum vulgare,Tanacetum vulgare,Priority 2B - Noxious weed,TAVU,L48(I)AK(I)HI(I)CAN(I)SPM(I)
MT,Ventenata dubia,Ventenata dubia,Priority 2A - Noxious weed,VEDU,L48(I)CAN(I)
NC,Crassula helmsii,Crassula helmsii,Class A Noxious Weed,CRHE5,
NC,Lagarosiphon spp,Lagarosiphon spp,Class A Noxious Weed,NA,
NC,Polygonum perfoliatum,Polygonum perfoliatum,Class A Noxious Weed,POPE10,L48(I)
NC,Salvinia spp (all except S. minima),Salvinia spp,Class A Noxious Weed,NA,
NC,Trapa spp,Trapa spp,Class A Noxious Weed,NA,
NC,Carduus acanthoides,Carduus acanthoides,Class B Noxious Weed,CAAC,L48(I)CAN(I)
NC,Carduus nutans,Carduus nutans,Class B Noxious Weed,CANU4,L48(I)CAN(I)
NC,Cayratia japonica,Cayratia japonica,Class B Noxious Weed,CAJA7,L48(I)
NC,Cirsium arvense,Cirsium arvense,Class B Noxious Weed,CIAR4,L48(I)AK(I)CAN(I)GL(I)SPM(I)
NC,Ludwigia hexapetala,Ludwigia hexapetala,Class B Noxious Weed,LUGRH,
NC,Lythrum spp.,Lythrum spp.,Class B Noxious Weed,NA,
NC,Myriophyllum spicatum,Myriophyllum spicatum,Class B Noxious Weed,MYSP2,L48(I)AK(I)CAN(I)
NC,Rorippa sylvestris,Rorippa sylvestris,Class B Noxious Weed,ROSY,L48(I)AK(I)CAN(I)GL(I)
NC,Stachys floridana,Stachys floridana,Class B Noxious Weed,STFL4,L48(N)
NC,Tribulus terrestris,Tribulus terrestris,Class B Noxious Weed,TRTE,L48(I)HI(I)CAN(W)
NC,Vitex rotundifolia,Vitex rotundifolia,Class B Noxious Weed,VIRO80,L48(I)HI(N)
NC,Celastrus orbiculatus,Celastrus orbiculatus,Class C Noxious Weed,CEOR7,L48(I)CAN(I)
NC,Crassula helmsii,Crassula helmsii,Noxious Aquatic Weed,CRHE5,
NC,Lagarosiphon spp. (all species),Lagarosiphon spp.,Noxious Aquatic Weed,NA,
NC,Salvinia spp. (all except S. minima),Salvinia spp.,Noxious Aquatic Weed,NA,
NC,Trapa spp. (all species),Trapa spp.,Noxious Aquatic Weed,NA,
NC,Ludwigia uruguayensis,Ludwigia uruguayensis,Noxious Aquatic Weed,LUGRG2,
NC,Lythrum salicaria,Lythrum salicaria,Noxious Aquatic Weed,LYSA2,L48(I)CAN(I)SPM(I)
NC,Phragmites australis,Phragmites australis,Noxious Aquatic Weed,PHAU7,"L48(I,N)HI(I)CAN(N)"
NC,Alternanthera philoxeroides,Alternanthera philoxeroides,Noxious Aquatic Weed,ALPH,L48(I)PR(I)
NC,Egeria densa,Egeria densa,Noxious Aquatic Weed,EGDE,L48(I)HI(I)PR(I)CAN(W)
NC,Myriophyllum spicatum,Myriophyllum spicatum,Noxious Aquatic Weed,MYSP2,L48(I)AK(I)CAN(I)
NC,Najas minor,Najas minor,Noxious Aquatic Weed,NAMI,L48(I)CAN(I)
ND,Centaurea repens,Centaurea repens,Noxious Weed,ACRE3,
ND,Artemisia absinthium,Artemisia absinthium,Noxious Weed,ARAB3,L48(I)CAN(I)
ND,Cirsium arvense,Cirsium arvense,Noxious Weed,CIAR4,L48(I)AK(I)CAN(I)GL(I)SPM(I)
ND,Euphorbia esula,Euphorbia esula,Noxious Weed,EUES,L48(I)CAN(I)
ND,Carduus nutans,Carduus nutans,Noxious Weed,CANU4,L48(I)CAN(I)
ND,Centaurea diffusa,Centaurea diffusa,Noxious Weed,CEDI3,L48(I)CAN(I)
ND,Centaurea maculosa,Centaurea maculosa,Noxious Weed,CESTM,
ND,Linaria genistifolia ssp. dalmatica,Linaria genistifolia,Noxious Weed,LIGE,L48(I)
ND,Linaria vulgaris,Linaria vulgaris,Noxious Weed,LIVU2,L48(I)AK(I)CAN(I)GL(I)SPM(I)
ND,Lythrum salicaria,Lythrum salicaria,Noxious Weed,LYSA2,L48(I)CAN(I)SPM(I)
ND,Lythrum virgatum,Lythrum virgatum,Noxious Weed,LYVI3,L48(I)
ND,Tamarix spp.,Tamarix spp.,Noxious Weed,NA,
ND,Amaranthus palmeri,Amaranthus palmeri,Noxious Weed,AMPA,L48(N)CAN(I)
ND,Cynoglossum officinale,Cynoglossum officinale,Noxious Weed,CYOF,L48(I)CAN(I)
NE,Carduus acanthoides,Carduus acanthoides,Noxious weed,CAAC,L48(I)CAN(I)
NE,Carduus nutans,Carduus nutans,Noxious weed,CANU4,L48(I)CAN(I)
NE,Centaurea diffusa,Centaurea diffusa,Noxious weed,CEDI3,L48(I)CAN(I)
NE,Centaurea maculosa,Centaurea maculosa,Noxious weed,CESTM,
NE,Cirsium arvense,Cirsium arvense,Noxious weed,CIAR4,L48(I)AK(I)CAN(I)GL(I)SPM(I)
NE,Euphorbia esula,Euphorbia esula,Noxious weed,EUES,L48(I)CAN(I)
NE,Fallopia japonica,Fallopia japonica,Noxious weed,POCU6,
NE,Fallopia sachalinenis,Fallopia sachalinensis,Noxious weed,POSA4,
NE,Lespedeza cuneata,Lespedeza cuneata,Noxious weed,LECU,L48(I)HI(I)CAN(I)
NE,Lythrum salicaria,Lythrum salicaria,Noxious weed,LYSA2,L48(I)CAN(I)SPM(I)
NE,Phragmites australis var. australis,Phragmites australis ssp. australis,Noxious weed,PHAUA7,L48(I)CAN(I)
NE,Tamarix ramosissima,Tamarix ramosissima,Noxious weed,TARA,L48(I)
NE,Didymosphenia geminate,Didymosphenia geminate,Aquatic invasive species,,
NE,Egeria densa,Egeria densa,Aquatic invasive species,EGDE,L48(I)HI(I)PR(I)CAN(W)
NE,Hydrilla verticillata,Hydrilla verticillata,Aquatic invasive species,HYVE3,L48(I)
NE,Najas minor,Najas minor,Aquatic invasive species,NAMI,L48(I)CAN(I)
NE,Myriophyllum spicatum,Myriophyllum spicatum,Aquatic invasive species,MYSP2,L48(I)AK(I)CAN(I)
NH,Butomous umbellate,Butomus umbellatus,Noxious Weed,BUUM,L48(I)CAN(I)
NH,Cabomba caroliniana,Cabomba caroliniana,Noxious Weed,CACA,L48(N)CAN(N)
NH,Cabomba sp.,Cabomba sp.,Noxious Weed,NA,
NH,Crassula helmsii,Crassula helmsii,Noxious Weed,CRHE5,
NH,Egeria densa,Egeria densa,Noxious Weed,EGDE,L48(I)HI(I)PR(I)CAN(W)
NH,Epilobium hirsutum,Epilobium hirsutum,Noxious Weed,EPHI,L48(I)CAN(I)
NH,Glyceria maxima,Glyceria maxima,Noxious Weed,GLMA3,L48(I)CAN(I)
NH,Hydrilla verticillata,Hydrilla verticillata,Noxious Weed,HYVE3,L48(I)
NH,Hydrocharis morsus-ranae,Hydrocharis morsus-ranae,Noxious Weed,HYMO6,L48(I)CAN(I)
NH,Hygrophila polysperma,Hygrophila polysperma,Noxious Weed,HYPO3,L48(I)
NH,Ipomoea aquatica,Ipomoea aquatica,Noxious Weed,IPAQ,L48(I)HI(I)PR(I)
NH,Iris pseudocarus,Iris pseudacorus,Noxious Weed,IRPS,L48(I)CAN(I)
NH,Lagarosiphon major,Lagarosiphon major,Noxious Weed,LAMA15,
NH,Limnophila sessiliflora,Limnophila sessiliflora,Noxious Weed,LISE3,L48(I)
NH,Lythrum salicaria,Lythrum salicaria,Noxious Weed,LYSA2,L48(I)CAN(I)SPM(I)
NH,Lythrum virgatum,Lythrum virgatum,Noxious Weed,LYVI3,L48(I)
NH,Lythrum alatum,Lythrum alatum,Noxious Weed,LYAL4,CAN(N)L48(N)
NH,Marsilea quadrifolia,Marsilea quadrifolia,Noxious Weed,MAQU,L48(I)CAN(N)
NH,Myosotis scorpiodies,Myosotis scorpioides,Noxious Weed,MYSC,L48(I)AK(I)CAN(I)SPM(I)
NH,Myriophyllum aquaticum,Myriophyllum aquaticum,Noxious Weed,MYAQ2,L48(I)HI(I)CAN(I)
NH,M. heterophyllum,Myriophyllum heterophyllum,Noxious Weed,MYHE2,L48(N)CAN(N)
NH,M. spicatum,Myriophyllum spicatum,Noxious Weed,MYSP2,L48(I)AK(I)CAN(I)
NH,Najas minor,Najas minor,Noxious Weed,NAMI,L48(I)CAN(I)
NH,Nymphoides peltata,Nymphoides peltata,Noxious Weed,NYPE,L48(I)CAN(I)
NH,Phragmites australis,Phragmites australis,Noxious Weed,PHAU7,"L48(I,N)HI(I)CAN(N)"
NH,P. communis,Phragmites communis,Noxious Weed,PHAU7,
NH,Potomogeton crispus,Potamogeton crispus,Noxious Weed,POCR3,L48(I)CAN(I)
NH,Sagittaria japonica,Sagina japonica,Noxious Weed,SAJA2,L48(I)CAN(I)
NH,Sagittaria sagittifolia,Sagittaria sagittifolia,Noxious Weed,SASA7,
NH,Salvinia molesta,Salvinia molesta,Noxious Weed,SAMO5,L48(I)HI(I)
NH,Trapa sp.,Trapa sp.,Noxious Weed,NA,
NH,Typha gracilis,Pohlia gracilis,Noxious Weed,POFI11,
NH,Typha laxmanii,Typha laxmanii,Noxious Weed,,
NH,Typha minima,Typha minima,Noxious Weed,,
NH,Acer platanoides,Acer platanoides,Noxious Weed,ACPL,L48(I)CAN(I)
NH,Ailanthus altissima,Ailanthus altissima,Noxious Weed,AIAL,L48(I)HI(I)CAN(I)
NH,Alliaria petiolata,Alliaria petiolata,Noxious Weed,ALPE4,L48(I)AK(I)CAN(I)
NH,Alnus glutinosa,Alnus glutinosa,Noxious Weed,ALGL2,L48(I)CAN(I)
NH,Berberis thunbergii,Berberis thunbergii,Noxious Weed,BETH,L48(I)CAN(I)
NH,Berberis vulgaris,Berberis vulgaris,Noxious Weed,BEVU,L48(I)CAN(I)
NH,Celastrus orbiculatus,Celastrus orbiculatus,Noxious Weed,CEOR7,L48(I)CAN(I)
NH,Centaurea stoebessp. micranthos,Centaurea stoebe ssp. micranthos,Noxious Weed,CESTM,L48(I)HI(I)CAN(I)
NH,Cynanchum louiseae,Cynanchum louiseae,Noxious Weed,CYLO11,L48(I)CAN(I)
NH,Cynanchum rossicum,Cynanchum rossicum,Noxious Weed,CYRO8,L48(I)CAN(I)
NH,Elaeagnus umbellata,Elaeagnus umbellata,Noxious Weed,ELUM,L48(I)HI(I)CAN(I)
NH,Euonymus alatus,Euonymus alatus,Noxious Weed,EUAL13,L48(I)CAN(I)
NH,Frangula alnus,Frangula alnus,Noxious Weed,FRAL4,L48(I)CAN(I)
NH,Glyceria maxima,Glyceria maxima,Noxious Weed,GLMA3,L48(I)CAN(I)
NH,Heracleum mantegazzianum,Heracleum mantegazzianum,Noxious Weed,HEMA17,L48(I)CAN(I)
NH,Hesperis matronalis,Hesperis matronalis,Noxious Weed,HEMA3,L48(I)AK(I)CAN(I)
NH,Impatiens glandulifera,Impatiens glandulifera,Noxious Weed,IMGL,L48(I)CAN(I)
NH,Iris pseudacorus,Iris pseudacorus,Noxious Weed,IRPS,L48(I)CAN(I)
NH,Lepidium latifolium,Lepidium latifolium,Noxious Weed,LELA2,L48(I)CAN(I)
NH,Ligustrum obtusifolium,Ligustrum obtusifolium,Noxious Weed,LIOB,L48(I)
NH,Ligustrum vulgare,Ligustrum vulgare,Noxious Weed,LIVU,L48(I)CAN(I)
NH,Lonicera japonica,Lonicera japonica,Noxious Weed,LOJA,L48(I)HI(I)PR(I)CAN(I)
NH,Lonicera maackii,Lonicera maackii,Noxious Weed,LOMA6,L48(I)CAN(I)
NH,Lonicera morrowii,Lonicera morrowii,Noxious Weed,LOMO2,L48(I)CAN(I)
NH,Lonicera tatarica,Lonicera tatarica,Noxious Weed,LOTA,L48(I)AK(I)CAN(I)
NH,Lonicera x bella,Lonicera x bella,Noxious Weed,LOBE,L48(I)CAN(I)
NH,Lysimachia nummularia,Lysimachia nummularia,Noxious Weed,LYNU,L48(I)CAN(I)
NH,Microstegium vimineum,Microstegium vimineum,Noxious Weed,MIVI,L48(I)PR(I)
NH,Persicaria perfoliata,Persicaria perfoliata,Noxious Weed,POPE10,
NH,Pueraria montana,Pueraria montana,Noxious Weed,PUMO,L48(I)HI(I)
NH,Reynoutria japonica,Reynoutria japonica,Noxious Weed,POCU6,
NH,Reynoutria sachalinensis,Reynoutria sachalinensis,Noxious Weed,POSA4,
NH,Reynoutria × bohemica,Reynoutria x bohemica,Noxious Weed,POBO10,
NH,Rhamnus cathartica,Rhamnus cathartica,Noxious Weed,RHCA3,L48(I)CAN(I)
NH,Rosa multiflora,Rosa multiflora,Noxious Weed,ROMU,L48(I)CAN(I)
NM,Acroptilon repens,Acroptilon repens,Class B Weed,ACRE3,L48(I)CAN(I)
NM,Aegilops cylindrica,Aegilops cylindrica,Class C Weed,AECY,L48(I)
NM,Alhagi pseudalhagi,Alhagi pseudalhagi,Class A Weed,ALMA12,
NM,Asphodelus fistulosus,Asphodelus fistulosus,Class A Weed,ASFI2,L48(I)
NM,Cardaria draba,Cardaria draba,Class A Weed,CADR,L48(I)CAN(I)
NM,Carduus nutans,Carduus nutans,Class B Weed,CANU4,L48(I)CAN(I)
NM,Centaruea solstitialis,Centaurea solstitialis,Class A Weed,CESO3,L48(I)CAN(I)
NM,Centaurea calcitrapa,Centaurea calcitrapa,Class A Weed,CECA2,L48(I)CAN(I)
NM,Centaurea diffusa,Centaurea diffusa,Class A Weed,CEDI3,L48(I)CAN(I)
NM,Centaurea maculosa,Centaurea maculosa,Class A Weed,CESTM,
NM,Centaurea melitensis,Centaurea melitensis,Class B Weed,CEME2,L48(I)HI(I)CAN(I)
NM,Cichorium intybus,Cichorium intybus,Class B Weed,CIIN,L48(I)CAN(I)SPM(I)
NM,Cirsium arvense,Cirsium arvense,Class A Weed,CIAR4,L48(I)AK(I)CAN(I)GL(I)SPM(I)
NM,Cirsium vulgare,Cirsium vulgare,Class B Weed,CIVU,L48(I)AK(I)HI(I)CAN(I)SPM(I)
NM,Conium macultaum,Conium maculatum,Class B Weed,COMA2,L48(I)CAN(I)
NM,Convolvulus arvensis,Convolvulus arvensis,Class C Weed,COAR4,L48(I)HI(I)CAN(I)
NM,Depsacus fullonum,Dipsacus fullonum,Class B Weed,DIFU2,L48(I)CAN(I)
NM,Drymaria arenarioides,Drymaria arenarioides,Class A Weed,DRAR7,
NM,Elaeagnus angustifolia,Elaeagnus angustifolia,Class C Weed,ELAN,L48(I)CAN(I)
NM,Euphorbia esula,Euphorbia esula,Class A Weed,EUES,L48(I)CAN(I)
NM,Halogeton glomeratus,Halogeton glomeratus,Class B Weed,HAGL,L48(I)
NM,Hydrilla verticillata,Hydrilla verticillata,Class A Weed,HYVE3,L48(I)
NM,Hyoscyamus niger,Hyoscyamus niger,Class A Weed,HYNI,L48(I)CAN(I)
NM,Isatis tinctoria,Isatis tinctoria,Class A Weed,ISTI,L48(I)CAN(W)
NM,Lepidium latifolium,Lepidium latifolium,Class A Weed,LELA2,L48(I)CAN(I)
NM,Lepidium latifolium,Lepidium latifolium,Class B Weed,LELA2,L48(I)CAN(I)
NM,Leucanthemum vulgare,Leucanthemum vulgare,Class A Weed,LEVU,L48(I)AK(I)HI(I)CAN(I)SPM(I)
NM,Linaria genisitifolia ssp. Dalmatica,Linaria genistifolia,Class A Weed,LIGE,L48(I)
NM,Linaria vulgaris,Linaria vulgaris,Class A Weed,LIVU2,L48(I)AK(I)CAN(I)GL(I)SPM(I)
NM,Lythrum salicaria,Lythrum salicaria,Class A Weed,LYSA2,L48(I)CAN(I)SPM(I)
NM,Myriophyllum aquaticum,Myriophyllum aquaticum,Class A Weed,MYAQ2,L48(I)HI(I)CAN(I)
NM,Myriophyllum spicatum,Myriophyllum spicatum,Class A Weed,MYSP2,L48(I)AK(I)CAN(I)
NM,Onopordum acanthium,Onopordum acanthium,Class A Weed,ONAC,L48(I)CAN(W)
NM,Peganum harmala,Peganum harmala,Class B Weed,PEHA,L48(I)
NM,Saccharum ravennae,Saccharum ravennae,Class A Weed,SARA3,L48(I)
NM,Salvinia molesta,Salvinia molesta,Class A Weed,SAMO5,L48(I)HI(I)
NM,Tamarix sp.,Tamarix sp.,Class C Weed,NA,
NV,Peganum harmala,Peganum harmala,Category A,PEHA,L48(I)
NV,Rorippa austriaca,Rorippa austriaca,Category A,ROAU,L48(I)CAN(I)
NV,Sphaerophysa salsula,Sphaerophysa salsula,Category A,SPSA3,L48(I)CAN(I)
NV,Hysocyamus niger,Hyoscyamus niger,Category A,HYNI,L48(I)CAN(I)
NV,Alhagi pseudalhagi,Alhagi pseudalhagi,Category A,ALMA12,
NV,Crupina vulgaris,Crupina vulgaris,Category A,CRVU2,L48(I)
NV,Linaria dalmatica,Linaria dalmatica,Category A,LIDA,L48(I)CAN(I)
NV,Isatis tinctoria,Isatis tinctoria,Category A,ISTI,L48(I)CAN(W)
NV,Myriophyllum spicatum,Myriophyllum spicatum,Category A,MYSP2,L48(I)AK(I)CAN(I)
NV,Arundo donax,Arundo donax,Category A,ARDO4,L48(I)HI(I)PR(I)VI(I)
NV,Salvinia molesta,Salvinia molesta,Category A,SAMO5,L48(I)HI(I)
NV,Galega officinalis,Galega officinalis,Category A,GAOF,L48(I)CAN(I)
NV,Pennisetum setaceum,Pennisetum setaceum,Category A,PESE3,L48(I)HI(I)
NV,Cynoglossum officinale,Cynoglossum officinale,Category A,CYOF,L48(I)CAN(I)
NV,Hydrilla verticillata,Hydrilla verticillata,Category A,HYVE3,L48(I)
NV,Centaurea iberica,Centaurea iberica,Category A,CEIB,L48(I)
NV,Hypericum perforatum,Hypericum perforatum,Category A,HYPE,L48(I)HI(I)CAN(I)SPM(I)
NV,Centaurea melitensis,Centaurea melitensis,Category A,CEME2,L48(I)HI(I)CAN(I)
NV,Anthemis cotula,Anthemis cotula,Category A,ANCO2,L48(I)AK(I)HI(I)CAN(I)
NV,Salvia aethiopis,Salvia aethiopis,Category A,SAAE,L48(I)
NV,Lythrum salicaria,Lythrum salicaria,Category A,LYSA2,L48(I)CAN(I)SPM(I)
NV,Lythrum virgatum,Lythrum virgatum,Category A,LYVI3,L48(I)
NV,Centaurea calcitrapa,Centaurea calcitrapa,Category A,CECA2,L48(I)CAN(I)
NV,Chondrilla juncea,Chondrilla juncea,Category A,CHJU,L48(I)CAN(I)
NV,Sonchus arvensis,Sonchus arvensis,Category A,SOAR2,L48(I)AK(I)CAN(I)SPM(I)
NV,Centaurea maculosa,Centaurea maculosa,Category A,CESTM,
NV,Centaurea virgata,Centaurea virgata,Category A,CEVI,L48(I)
NV,Potentilla recta,Potentilla recta,Category A,PORE5,L48(I)CAN(I)
NV,Zygophyllum fabago,Zygophyllum fabago,Category A,ZYFA,L48(I)
NV,Centaurea solstitialis,Centaurea solstitialis,Category A,CESO3,L48(I)CAN(I)
NV,Linaria vulgaris,Linaria vulgaris,Category A,LIVU2,L48(I)AK(I)CAN(I)GL(I)SPM(I)
NV,Solanum carolinense,Solanum carolinense,Category B,SOCA3,L48(N)CAN(I)
NV,Centaurea diffusa,Centaurea diffusa,Category B,CEDI3,L48(I)CAN(I)
NV,Euphorbia esula,Euphorbia esula,Category B,EUES,L48(I)CAN(I)
NV,Taeniatherum caput-medusae,Taeniatherum caput-medusae,Category B,TACA8,L48(I)
NV,Carduus nutans,Carduus nutans,Category B,CANU4,L48(I)CAN(I)
NV,Acroptilon repens,Acroptilon repens,Category B,ACRE3,L48(I)CAN(I)
NV,Brassica tournefortii,Brassica tournefortii,Category B,BRTO,L48(I)
NV,Onopordum acanthium,Onopordum acanthium,Category B,ONAC,L48(I)CAN(W)
NV,Solanum elaeagnifolium,Solanum elaeagnifolium,Category B,SOEL,L48(N)HI(I)PR(N)
NV,Cirsium arvense,Cirsium arvense,Category C,CIAR4,L48(I)AK(I)CAN(I)GL(I)SPM(I)
NV,Cardaria draba,Cardaria draba,Category C,CADR,L48(I)CAN(I)
NV,Sorghum halepense,Sorghum halepense,Category C,SOHA,L48(I)HI(I)PR(I)CAN(I)
NV,Lepidium latifolium,Lepidium latifolium,Category C,LELA2,L48(I)CAN(I)
NV,Conium maculatum,Conium maculatum,Category C,COMA2,L48(I)CAN(I)
NV,Tribulus terrestris,Tribulus terrestris,Category C,TRTE,L48(I)HI(I)CAN(W)
NV,Tamarix spp.,Tamarix spp.,Category C,NA,
NV,Cicuta maculata,Cicuta maculata,Category C,CIMA2,L48(N)AK(N)CAN(N)
NY,Acer platanoides,Acer platanoides,Regulated Plants,ACPL,L48(I)CAN(I)
NY,Acer pseudoplatanus,Acer pseudoplatanus,Prohibited Plants,ACPS,L48(I)CAN(I)
NY,Achyranthes japonica,Achyranthes japonica,Prohibited Plants,ACJA,L48(I)
NY,Alliaria petiolata,Alliaria petiolata,Prohibited Plants,ALPE4,L48(I)AK(I)CAN(I)
NY,Ampelopsis brevipedunculata,Ampelopsis brevipedunculata,Prohibited Plants,AMBR7,L48(I)
NY,Anthriscus sylvestris,Anthriscus sylvestris,Prohibited Plants,ANSY,L48(I)CAN(I)GL(I)
NY,Aralia elata,Aralia elata,Prohibited Plants,AREL8,L48(I)CAN(I)
