"AcceptedName","Habit","NativeStatus","n_nurseries","StatesSold","NativeRange","StatesRegulated","P_conventional","P_native","Rank"
"Erigeron philadelphicus","Forb/herb","EFNative",3,"VA, PA","CO, ID, MT, OR, WA, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, CA, NV, NM, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.00390625,0.0240963855421687,706
"Geranium robertianum","Forb/herb","EFNative",3,"CT, VA","MT, OR, WA, MN, MO, WI, CT, IN, ME, MA, MI, NH, NJ, OH, PA, RI, VT, WV, CA, DE, MD, VA","OR, WA",0.00390625,0.0240963855421687,707
"Houstonia longifolia","Forb/herb","EFNative",3,"RI, PA, WV","IL, MN, MO, OK, WI, IN, NY, VT, TX, AL, AR, FL, GA, KY, MD, MS, TN, VA",NA,0.00390625,0.0240963855421687,708
"Ilex mucronata","Shrub","EFNative",3,"NH, MA, ME","IL, MN, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, MD",NA,0.00390625,0.0240963855421687,709
"Iris verna","Forb/herb","EFNative",3,"VA, WV","MO, OH, PA, WV, AL, AR, FL, GA, KY, MD, NC, SC, TN, VA",NA,0.00390625,0.0240963855421687,710
"Juncus greenei","Grass","EFNative",3,"RI, PA, MA","IL, IA, MN, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT",NA,0.00390625,0.0240963855421687,711
"Krigia biflora","Forb/herb","EFNative",3,"PA, NJ","CO, IL, IA, KS, MN, MO, OK, WI, CT, IN, MA, MI, NJ, NY, OH, PA, RI, WV, AZ, NM, AL, AR, DE, GA, KY, MD, MS, NC, TN, VA",NA,0.00390625,0.0240963855421687,712
"Laportea canadensis","Forb/herb","EFNative",3,"ME, NJ","IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.00390625,0.0240963855421687,713
"Liatris cylindracea","Forb/herb","EFNative",3,"MD, PA","IL, IA, KS, MN, MO, OK, WI, IN, MI, NY, OH, AL, AR, GA, KY, TN",NA,0.00390625,0.0240963855421687,714
"Malus angustifolia","Shrub","EFNative",3,"MD, DE, PA","IL, MO, NJ, OH, PA, WV, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.00390625,0.0240963855421687,715
"Matelea obliqua","Forb/herb","EFNative",3,"VA, NY","IL, MO, IN, OH, PA, WV, AL, GA, KY, MD, MS, NC, TN, VA",NA,0.00390625,0.0240963855421687,716
"Orontium aquaticum","Forb/herb","EFNative",3,"PA, MA, MD","CT, MA, NJ, NY, PA, RI, WV, TX, AL, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.00390625,0.0240963855421687,717
"Poa palustris","Grass","EFNative",3,"MD, PA, MA","AK, CO, MT, OR, WA, WY, IL, IA, MN, MO, ND, NE, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AZ, CA, NV, UT, NM, DE, MD, MS, NC, SC, TN, VA",NA,0.00390625,0.0240963855421687,718
"Robinia hispida","Shrub","EFNative",3,"PA, VA","NJ, NY, PA, VT, AL, GA, KY, MD, NC, SC, TN, VA","WI",0.00390625,0.0240963855421687,719
"Rudbeckia grandiflora","Forb/herb","EFNative",3,"MD, NJ, PA","IL, KS, MO, OK, OH, TX, AR, GA, KY, LA, MS",NA,0.00390625,0.0240963855421687,720
"Sedum glaucophyllum","Forb/herb","EFNative",3,"MD, VA, NJ","WV, MD, NC, VA",NA,0.00390625,0.0240963855421687,721
"Sedum pulchellum","Forb/herb","EFNative",3,"MA, VA","IL, KS, MO, OK, OH, TX, AL, AR, GA, KY, MS, TN",NA,0.00390625,0.0240963855421687,722
"Sericocarpus asteroides","Forb/herb","EFNative",3,"VA, MA, NH","CT, ME, MA, NH, NJ, NY, OH, PA, RI, VT, WV, AL, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.00390625,0.0240963855421687,723
"Solidago ohioensis","Forb/herb","EFNative",3,"MD, PA","IL, WI, IN, MI, NY",NA,0.00390625,0.0240963855421687,724
"Solidago patula","Forb/herb","EFNative",3,"MA, PA","IL, IA, MO, OK, WI, CT, IN, MA, MI, NH, NJ, NY, OH, PA, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.00390625,0.0240963855421687,725
"Solidago riddellii","Forb/herb","EFNative",3,"PA, NJ, OH","IL, MN, MO, WI, IN, MI, OH",NA,0.00390625,0.0240963855421687,726
"Spiranthes cernua","Forb/herb","EFNative",3,"MD, NH, VA","IL, MN, MO, OK, CT, ME, MA, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.00390625,0.0240963855421687,727
"Spiranthes odorata","Forb/herb","EFNative",3,"OH, DE, PA","OK, TX, AL, AR, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.00390625,0.0240963855421687,728
"Symphyotrichum praealtum","Forb/herb","EFNative",3,"PA, VA, MD","IL, IA, KS, MN, MO, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, WV, TX, AL, AR, DE, FL, KY, LA, MD, MS, TN, VA",NA,0.00390625,0.0240963855421687,729
"Taenidia integerrima","Forb/herb","EFNative",3,"PA, VA","IL, IA, KS, MN, MO, OK, SD, WI, CT, IN, MI, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.00390625,0.0240963855421687,730
"Tipularia discolor","Forb/herb","EFNative",3,"WV, VA","IL, MO, OK, IN, MA, MI, NJ, NY, OH, PA, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.00390625,0.0240963855421687,731
"Tradescantia bracteata","Forb/herb","EFNative",3,"MA, NJ","MT, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, IN, MA, MI, OH, VT, AR, LA, MS",NA,0.00390625,0.0240963855421687,732
"Tradescantia ohiensis","Forb/herb","EFNative",3,"MD, PA, OH","IL, IA, KS, MN, MO, NE, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.00390625,0.0240963855421687,733
"Vaccinium pallidum","Shrub","EFNative",3,"MA, VA, NJ","IL, KS, MO, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, AR, DE, GA, KY, MD, MS, NC, SC, TN, VA",NA,0.00390625,0.0240963855421687,734
"Vaccinium stamineum","Shrub","EFNative",3,"VA, DE, PA","IL, KS, MO, OK, CT, IN, MA, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.00390625,0.0240963855421687,735
"Viola pedatifida","Forb/herb","EFNative",3,"MA, PA, VA","CO, MT, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, IN, MI, OH, AZ, NM, AR, VA",NA,0.00390625,0.0240963855421687,736
"Aesculus pavia","Shrub","EFNative",48,"OH, PA, VA, CT, MD, MA, ME, NJ, DE, NH","IL, MO, OK, WV, TX, AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA",NA,0.13671875,0.156626506024096,737
"Achillea millefolium","Forb/herb","EFNative",89,"MA, KY, OH, MD, PA, RI, CT, NJ, VA, ME, WV, NY, DE, VT, NH","AK, CO, ID, MT, OR, WA, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AZ, CA, NV, UT, NM, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.2578125,0.27710843373494,738
"Liatris microcephala","Forb/herb","EFNative",32,"PA, NJ, MD, VA, OH, VT, DE, MA, RI, ME, WV","AL, GA, KY, NC, SC, TN",NA,0.08984375,0.108433734939759,739
"Thelypteris noveboracensis","Forb/herb","EFNative",32,"NY, MD, DE, PA, ME, NH, VA, MA, CT, VT, NJ","IL, OK, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, AR, DE, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.08984375,0.108433734939759,740
"Cotinus obovatus","Shrub","EFNative",16,"NY, CT, MD, PA, DE, VT, ME, MA, VA","MO, OK, TX, AL, AR, GA, KY, LA, TN",NA,0.04296875,0.0602409638554217,741
"Geum triflorum","Forb/herb","EFNative",16,"PA, MD, VT, OH, NJ, ME, VA, NH, WV","CO, ID, MT, OR, WA, WY, IL, IA, MN, ND, SD, WI, MI, NY, AZ, CA, NV, UT, NM",NA,0.04296875,0.0602409638554217,742
"Rhododendron vaseyi","Shrub","EFNative",16,"MA, ME, NJ, DE, PA, NH, NY","NC",NA,0.04296875,0.0602409638554217,743
"Betula nigra","Tree","EFNative",159,"OH, MD, KY, PA, NY, NJ, RI, MA, VA, CT, ME, VT, NH, DE","IL, IA, KS, MN, MO, OK, WI, CT, IN, MA, NJ, NY, OH, PA, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.46484375,0.481927710843373,744
"Carex socialis","Grass","EFNative",12,"MA, PA, MD, NJ, WV, OH, DE","IL, MO, OK, IN, TX, AL, AR, GA, KY, MS, NC, SC, TN",NA,0.03125,0.0481927710843374,745
"Carex brevior","Grass","EFNative",8,"PA, NJ, OH, NH, VA, MD, MA","CO, ID, MT, WA, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AZ, NM, TX, AL, AR, DE, KY, MD, MS, TN, VA",NA,0.01953125,0.036144578313253,746
"Celastrus scandens","Vine","EFNative",8,"KY, PA, VT, NH, VA","MT, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.01953125,0.036144578313253,747
"Fraxinus americana","Tree","EFNative",8,"MD, NJ, PA, ME, MA","IL, IA, KS, MN, MO, NE, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.01953125,0.036144578313253,748
"Sibbaldiopsis tridentata","Forb/herb","EFNative",8,"MA, DE, ME, PA, RI, NH","IL, IA, MN, ND, WI, CT, ME, MA, MI, NH, NJ, NY, PA, RI, VT, WV, GA, NC, TN, VA",NA,0.01953125,0.036144578313253,749
"Actaea rubra","Forb/herb","EFNative",4,"CT, ME, VA","AK, CO, ID, MT, OR, WA, WY, IL, IA, MN, ND, NE, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, AZ, CA, NV, UT, NM",NA,0.0078125,0.0240963855421687,750
"Carex hystericina","Grass","EFNative",4,"MD, PA, OH","CO, MT, WY, IL, IA, KS, MN, MO, NE, SD, WI, CT, IN, ME, MA, MI, NJ, NY, OH, PA, VT, WV, AZ, UT, NM, TX, AR, MD, TN, VA",NA,0.0078125,0.0240963855421687,751
"Carex tribuloides","Grass","EFNative",4,"MD, PA, OH","IL, IA, KS, MN, MO, NE, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.0078125,0.0240963855421687,752
"Celtis laevigata","Shrub","EFNative",4,"OH, MD, DE, PA","IL, KS, MO, OK, IN, WV, NM, TX, AL, AR, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.0078125,0.0240963855421687,753
"Cornus rugosa","Shrub","EFNative",4,"MA, PA, ME","IL, IA, MN, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, DE, MD, TN, VA",NA,0.0078125,0.0240963855421687,754
"Luzula acuminata","Grass","EFNative",4,"NJ, MA, WV","IL, IA, MN, MO, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, AR, FL, GA, KY, LA, MD, NC, SC, TN, VA",NA,0.0078125,0.0240963855421687,755
"Magnolia ashei","Shrub","EFNative",4,"DE, CT, PA","FL",NA,0.0078125,0.0240963855421687,756
"Mentha arvensis","Forb/herb","EFNative",4,"PA, CT, NJ, VA","AZ, AR, CA, CO, CT, DE, GA, ID, IL, IN, IA, KS, KY, ME, MD, MA, MI, MN, MO, MT, NE, NV, NH, NJ, NM, NY, NC, ND, OH, OR, PA, RI, SD, TN, TX, UT, VT, VA, WA, WV, WI, WY",NA,0.0078125,0.0240963855421687,757
"Menyanthes trifoliata","Forb/herb","EFNative",4,"MA, VA","AK, CO, ID, MT, OR, WA, WY, IA, MN, MO, ND, NE, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AZ, CA, NV, UT, NM, DE, MD, NC, VA",NA,0.0078125,0.0240963855421687,758
"Persicaria virginiana","Forb/herb","EFNative",4,"VA, RI, VT","IL, IA, KS, MN, MO, NE, OK, WI, CT, IN, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.0078125,0.0240963855421687,759
"Polygonatum pubescens","Forb/herb","EFNative",4,"MA, CT, NH, NJ","IL, IA, MN, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, DE, GA, KY, MD, NC, TN, VA",NA,0.0078125,0.0240963855421687,760
"Prunus angustifolia","Shrub","EFNative",4,"MD, PA, VA","CO, IL, KS, MO, NE, OK, IN, NJ, PA, WV, NM, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.0078125,0.0240963855421687,761
"Stewartia malacodendron","Shrub","EFNative",4,"DE, PA, VA","TX, AL, AR, FL, GA, LA, MS, NC, SC, VA",NA,0.0078125,0.0240963855421687,762
"Viola canadensis","Forb/herb","EFNative",4,"ME, PA, OH, WV","CO, ID, WY, IL, MN, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AZ, UT, NM, AL, AR, GA, KY, MD, NC, SC, TN, VA",NA,0.0078125,0.0240963855421687,763
"Woodwardia virginica","Forb/herb","EFNative",4,"MD, DE, VA","IL, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.0078125,0.0240963855421687,764
"Carex muskingumensis","Grass","EFNative",21,"MD, ME, OH, DE, RI, VA, PA, MA, VT, NJ, WV","IL, IA, KS, MN, MO, OK, WI, IN, MI, OH, AR, KY, TN",NA,0.05859375,0.072289156626506,765
"Picea mariana","Tree","EFNative",21,"NY, MD, MA, OH, CT, NJ, PA, VT, ME","AK, IL, MN, WI, CT, ME, MA, MI, NH, NJ, NY, PA, RI, VT",NA,0.05859375,0.072289156626506,766
"Carex eburnea","Grass","EFNative",13,"VA, ME, CT, WV, VT, RI, PA, MD","AK, MT, WY, IL, IA, MN, MO, ND, NE, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, VT, WV, TX, AL, AR, KY, NC, SC, TN, VA",NA,0.03515625,0.0481927710843374,767
"Prunus pumila","Shrub","EFNative",13,"PA, NY, MA, VT, NJ, ME, CT","CO, MT, OR, WY, IL, IA, KS, MN, ND, NE, SD, WI, IN, ME, MA, MI, NH, NJ, NY, OH, PA, VT, UT, TN, VA",NA,0.03515625,0.0481927710843374,768
"Asclepias speciosa","Forb/herb","EFNative",5,"RI, VA, PA, OH, VT","CO, ID, MT, OR, WA, WY, IL, IA, KS, MN, ND, NE, OK, SD, WI, MI, AZ, CA, NV, UT, NM, TX",NA,0.01171875,0.0240963855421687,769
"Clethra acuminata","Shrub","EFNative",5,"CT, DE, PA","PA, WV, AL, GA, KY, NC, SC, TN, VA",NA,0.01171875,0.0240963855421687,770
"Helianthus occidentalis","Forb/herb","EFNative",5,"MD, PA, NJ, VA, MA","IL, IA, KS, MN, MO, WI, IN, MA, MI, NJ, OH, PA, WV, TX, AR, FL, GA, KY, MD, NC, SC, TN, VA",NA,0.01171875,0.0240963855421687,771
"Helianthus strumosus","Forb/herb","EFNative",5,"VA, ME, PA, NJ","IL, IA, KS, MN, MO, ND, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.01171875,0.0240963855421687,772
"Hepatica americana","Forb/herb","EFNative",5,"PA, RI, VT, WV, VA","IL, IA, MN, MO, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, AR, DE, FL, GA, KY, MD, MS, NC, SC, TN, VA",NA,0.01171875,0.0240963855421687,773
"Iris prismatica","Forb/herb","EFNative",5,"RI, DE, MA, NJ","CT, ME, MA, NH, NJ, NY, RI, AL, DE, GA, KY, MD, NC, SC, TN, VA",NA,0.01171875,0.0240963855421687,774
"Lythrum alatum","Forb/herb","EFNative",5,"PA, RI, NJ","CO, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.01171875,0.0240963855421687,775
"Taxus canadensis","Shrub","EFNative",5,"CT, PA, ME, MA","IL, IA, MN, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, KY, MD, TN, VA",NA,0.01171875,0.0240963855421687,776
"Abildgaardia ovata","Grass","EFNative",1,"NJ","FL",NA,0,0.0120481927710843,777
"Acer glabrum","Shrub","EFNonNative",1,"VA","AK, CO, ID, MT, OR, WA, WY, NE, SD, AZ, CA, NV, UT, NM",NA,0,0.0120481927710843,778
"Ageratina aromatica","Forb/herb","EFNative",1,"VA","CT, MA, NJ, NY, OH, PA, RI, WV, AL, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.0120481927710843,779
"Agrimonia gryposepala","Forb/herb","EFNative",1,"VA","CO, MT, OR, WY, IL, IA, KS, MN, MO, ND, NE, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AZ, CA, NM, AL, AR, DE, GA, KY, MD, NC, TN, VA",NA,0,0.0120481927710843,780
"Agrimonia striata","Forb/herb","EFNative",1,"NJ","CO, MT, WY, IL, IA, MN, ND, OK, SD, WI, CT, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AZ, CA, NV, NM, DE, GA, KY, MD",NA,0,0.0120481927710843,781
"Agrostis perennans","Grass","EFNative",1,"MD","OR, WA, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, CA, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.0120481927710843,782
"Aletris farinosa","Forb/herb","EFNative",1,"VA","IL, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, PA, RI, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.0120481927710843,783
"Amorpha nana","Shrub","EFNative",1,"MA","CO, ID, IA, KS, MN, ND, NE, OK, SD, NM",NA,0,0.0120481927710843,784
"Angelica venenosa","Forb/herb","EFNative",1,"VA","IL, MN, MO, OK, CT, IN, MA, MI, NJ, NY, OH, PA, WV, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.0120481927710843,785
"Antennaria virginica","Forb/herb","EFNative",1,"MD","OH, PA, WV, MD, VA",NA,0,0.0120481927710843,786
"Apocynum androsaemifolium","Forb/herb","EFNative",1,"MA","CO, ID, MT, OR, WA, WY, IL, IA, MN, MO, ND, NE, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, AZ, CA, NV, UT, NM, TX, AL, AR, DE, KY, MD, NC, VA",NA,0,0.0120481927710843,787
"Aralia hispida","Forb/herb","EFNative",1,"VA","IL, MN, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, MD, NC, VA",NA,0,0.0120481927710843,788
"Arnoglossum reniforme","Forb/herb","EFNative",1,"MA","IL, IA, MN, MO, OK, WI, IN, NJ, OH, PA, WV, AL, AR, DE, GA, KY, MD, MS, NC, TN, VA",NA,0,0.0120481927710843,789
"Arundinaria tecta","Grass","EFNative",1,"VA","NJ, NY, AL, DE, FL, GA, LA, MD, MS, NC, SC, TN, VA",NA,0,0.0120481927710843,790
"Aureolaria flava","Forb/herb","EFNative",1,"VA","IL, MO, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.0120481927710843,791
"Bidens aristosa","Forb/herb","EFNative",1,"VA","IL, MN, MO, WI, IN, MI, TX, AL, AR, KY, LA, MD, NC, SC, TN, VA",NA,0,0.0120481927710843,792
"Bidens bipinnata","Forb/herb","EFNative",1,"MD","IL, IA, KS, MO, NE, OK, CT, IN, NJ, NY, OH, PA, RI, WV, AZ, NM, TX, AL, AR, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.0120481927710843,793
"Boechera stricta","Forb/herb","EFNative",1,"PA","AK, CO, ID, MT, OR, WA, WY, IA, MN, ND, WI, ME, MA, MI, NH, NY, OH, RI, VT, AZ, CA, NV, UT, NM",NA,0,0.0120481927710843,794
"Boltonia decurrens","Forb/herb","EFNative",1,"NJ","IL, MO",NA,0,0.0120481927710843,795
"Borodinia laevigata","Forb/herb","EFNative",1,"MD","IL, IA, KS, MN, MO, OK, SD, WI, CT, IN, MA, MI, NH, NJ, NY, OH, PA, VT, WV, AL, AR, DE, GA, KY, MD, NC, SC, TN, VA",NA,0,0.0120481927710843,796
"Borrichia frutescens","Shrub","EFNative",1,"VA","TX, AL, FL, GA, LA, MD, MS, NC, SC, VA",NA,0,0.0120481927710843,797
"Brachyelytrum erectum","Grass","EFNative",1,"VA","IL, IA, KS, MN, MO, NE, OK, WI, CT, IN, MA, MI, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.0120481927710843,798
"Bulbostylis capillaris","Grass","EFNative",1,"PA","IL, IA, KS, MN, MO, NE, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AZ, CA, NM, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.0120481927710843,799
"Calla palustris","Forb/herb","EFNative",1,"CT","AK, IL, MN, ND, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, MD",NA,0,0.0120481927710843,800
"Carex aggregata","Grass","EFNative",1,"VA","IL, IA, MN, MO, NE, OK, SD, WI, IN, NJ, NY, OH, PA, WV, AL, DE, KY, MD, NC, SC, TN, VA",NA,0,0.0120481927710843,801
"Carex arctata","Grass","EFNative",1,"CT","MN, WI, CT, IN, ME, MA, MI, NH, NY, OH, PA, RI, VT, MD",NA,0,0.0120481927710843,802
"Carex argyrantha","Grass","EFNative",1,"NJ","CT, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, DE, MD, NC, TN, VA",NA,0,0.0120481927710843,803
"Carex careyana","Grass","EFNative",1,"PA","IL, IA, MN, MO, WI, IN, MI, NY, OH, PA, WV, AL, AR, GA, KY, MD, TN, VA",NA,0,0.0120481927710843,804
"Carex digitalis","Grass","EFNative",1,"VA","IL, MO, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.0120481927710843,805
"Carex disperma","Grass","EFNative",1,"CT","AK, CO, ID, MT, OR, WA, WY, IL, MN, ND, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, VT, AZ, CA, NV, UT, NM",NA,0,0.0120481927710843,806
"Carex folliculata","Grass","EFNative",1,"VA","WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, DE, GA, MD, NC, SC, TN, VA",NA,0,0.0120481927710843,807
"Carex hirsutella","Grass","EFNative",1,"PA","IL, IA, KS, MO, OK, WI, CT, IN, ME, MA, MI, NJ, NY, OH, PA, VT, WV, TX, AL, AR, DE, GA, KY, MD, MS, NC, SC, TN, VA",NA,0,0.0120481927710843,808
"Carex joorii","Grass","EFNative",1,"VA","MO, TX, AL, AR, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.0120481927710843,809
"Carex laxiflora","Grass","EFNative",1,"MA","IL, MO, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, MD, MS, NC, SC, TN, VA",NA,0,0.0120481927710843,810
"Carex willdenowii","Grass","EFNative",1,"VA","IL, MO, CT, IN, MA, MI, NJ, NY, OH, PA, VT, WV, TX, AL, AR, DE, KY, MD, NC, SC, TN, VA",NA,0,0.0120481927710843,811
"Cartrema americana","Shrub","EFNative",1,"VA","AL, FL, GA, LA, MS, NC, SC, VA",NA,0,0.0120481927710843,812
"Ceanothus herbaceus","Shrub","EFNative",1,"MA","CO, MT, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, IN, MA, MI, NH, NY, OH, VT, WV, NM, TX, AR, KY, LA, TN, VA",NA,0,0.0120481927710843,813
"Cerastium arvense","Forb/herb","EFNative",1,"PA","ME, NH, VT, MA, CT, RI, NY, NJ, PA, MD, DE, WV, VA, KY, TN, GA, MS, OH, IN, MI, IL, MN, WI, IA, ND, SD, NE, CO, WY, NM, NV, AZ, CA, WA, OR, MO, ID, UT",NA,0,0.0120481927710843,814
"Cerastium velutinum","Forb/herb","EFNative",1,"MD","IL, IA, MN, MO, IN, MA, MI, NJ, NY, OH, PA, WV, DE, KY, MD, TN, VA",NA,0,0.0120481927710843,815
"Cercis occidentalis","Shrub","EFNonNative",1,"MD","OR, AZ, CA, NV, UT",NA,0,0.0120481927710843,816
"Chamaecrista nictitans","Forb/herb","EFNative",1,"VA","IL, OK, MA, NY, PA, VT, WV, AZ, NM, TX, AL, FL, KY, MD, SC, TN",NA,0,0.0120481927710843,817
"Circaea lutetiana","Forb/herb","EFNative",1,"VA","AL, AR, CT, DE, GA, IL, IN, IA, KS, KY, LA, ME, MD, MA, MI, MN, MS, MO, NE, NH, NJ, NY, NC, ND, OH, OK, PA, RI, SC, SD, TN, VT, VA, WV, WI, WY",NA,0,0.0120481927710843,818
"Cirsium horridulum","Forb/herb","EFNative",1,"VA","OK, CT, ME, MA, NH, NJ, NY, PA, RI, TX, AL, AR, DE, FL, GA, LA, MD, MS, NC, SC, TN, VA",NA,0,0.0120481927710843,819
