"AcceptedName","Habit","NativeStatus","n_nurseries","StatesSold","NativeRange","StatesRegulated","P_conventional","P_native","Rank"
"Liatris ligulistylis","Forb/herb","EFNative",13,"MA, MD, OH, CT, PA, ME, VA, NJ","CO, MT, WY, IA, MN, ND, SD, WI, NM",NA,0.01953125,0.0963855421686747,315
"Carex blanda","Grass","EFNative",9,"PA, NJ, VA, NH, MD","CO, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, NM, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.0078125,0.0843373493975904,316
"Carex stipata","Grass","EFNative",9,"NJ, VA, PA, MA, CT, MD, RI","AK, CO, ID, MT, OR, WA, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AZ, CA, UT, NM, TX, AL, DE, FL, GA, KY, MD, NC, SC, TN, VA",NA,0.0078125,0.0843373493975904,317
"Euonymus atropurpureus","Shrub","EFNative",9,"PA, MD, DE, OH","MT, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.0078125,0.0843373493975904,318
"Eupatorium rotundifolium","Forb/herb","EFNative",9,"MD, VA, ME, PA, NH","MO, OK, CT, IN, MA, NH, NJ, NY, OH, PA, RI, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.0078125,0.0843373493975904,319
"Euthamia caroliniana","Forb/herb","EFNative",9,"PA, MD, NJ, VA","CT, MA, NH, NJ, NY, PA, RI, WV, AL, DE, FL, GA, LA, MD, MS, NC, SC, VA",NA,0.0078125,0.0843373493975904,320
"Helianthus maximiliani","Forb/herb","EFNative",9,"MA, MD, PA, VT, VA, ME, NJ","CO, ID, WA, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NJ, NY, OH, PA, WV, CA, UT, TX, AL, AR, DE, KY, MD, MS, NC, SC, TN, VA",NA,0.0078125,0.0843373493975904,321
"Hydrophyllum virginianum","Forb/herb","EFNative",9,"PA, MD, VA, WV, NJ","IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, MA, MI, NH, NJ, NY, OH, PA, VT, WV, AR, DE, KY, MD, NC, TN, VA",NA,0.0078125,0.0843373493975904,322
"Nymphaea odorata","Forb/herb","EFNative",9,"PA, ME, VA, MA, MD, NJ","IL, IA, KS, MN, MO, NE, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA","WA",0.0078125,0.0843373493975904,323
"Salix sericea","Shrub","EFNative",9,"MA, CT, PA, VA, MD","IL, IA, MN, MO, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, AR, DE, GA, KY, MD, NC, SC, TN, VA",NA,0.0078125,0.0843373493975904,324
"Typha latifolia","Forb/herb","EFNative",9,"RI, MD, MA, NJ, VA","AK, CO, ID, MT, OR, WA, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AZ, CA, NV, UT, NM, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.0078125,0.0843373493975904,325
"Cornus florida","Shrub","EFNative",144,"OH, MD, KY, MA, PA, NY, NJ, VA, RI, CT, NH, VT, DE, WV, ME","IL, KS, MO, OK, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.40625,0.481927710843373,326
"Osmunda regalis","Forb/herb","EFNative",71,"DE, NY, MD, OH, MA, RI, PA, NJ, VA, CT, ME, VT, NH, WV","AL, AR, CT, DE, FL, GA, IL, IN, IA, KS, KY, LA, ME, MD, MA, MI, MN, MS, MO, NH, NJ, NY, NC, OH, OK, PA, RI, SC, TN, TX, VT, VA, WV, WI",NA,0.19140625,0.265060240963855,327
"Quercus coccinea","Tree","EFNative",71,"OH, MD, PA, NJ, MA, VA, NY, CT, DE, RI, NH, ME","IL, MO, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, AR, DE, GA, KY, MD, MS, NC, SC, TN, VA",NA,0.19140625,0.265060240963855,328
"Iris virginica","Forb/herb","EFNative",14,"PA, MD, DE, VA, NY, WV","IL, IA, KS, MN, MO, NE, OK, WI, IN, MI, NY, OH, PA, WV, TX, AL, AR, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.0234375,0.0963855421686747,329
"Elephantopus carolinianus","Forb/herb","EFNative",10,"VA, MD, DE, PA, NJ, WV","IL, KS, MO, OK, IN, NJ, OH, PA, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.01171875,0.0843373493975904,330
"Goodyera pubescens","Forb/herb","EFNative",10,"RI, PA, DE, VA, WV","IL, IA, MN, MO, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, AR, DE, FL, GA, KY, MD, NC, SC, TN, VA",NA,0.01171875,0.0843373493975904,331
"Lysimachia ciliata","Forb/herb","EFNative",10,"RI, VA, CT, PA, VT, MA, NJ","CO, ID, MT, OR, WA, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, UT, NM, AL, AR, DE, FL, GA, KY, MD, MS, NC, SC, TN, VA",NA,0.01171875,0.0843373493975904,332
"Carex intumescens","Grass","EFNative",6,"NJ, MD, CT, VA, MA","IL, IA, MN, MO, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.072289156626506,333
"Carex squarrosa","Grass","EFNative",6,"NJ, PA, VA, MD","IL, IA, KS, MN, MO, NE, OK, CT, IN, MA, MI, NJ, NY, OH, PA, WV, AL, AR, DE, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.072289156626506,334
"Impatiens capensis","Forb/herb","EFNative",6,"MA, PA, VA","CO, ID, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA","WA",0,0.072289156626506,335
"Lobelia spicata","Forb/herb","EFNative",6,"CT, PA, RI, NJ, VA","MT, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.072289156626506,336
"Menispermum canadense","Vine","EFNative",6,"VA, PA, NJ","IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, MD, MS, NC, SC, TN, VA",NA,0,0.072289156626506,337
"Micranthes pensylvanica","Forb/herb","EFNative",6,"PA, MA, NJ, VA","IL, IA, MN, MO, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, DE, MD, NC, TN, VA",NA,0,0.072289156626506,338
"Pinus echinata","Tree","EFNative",6,"PA, VA, NJ","IL, MO, OK, CT, NJ, NY, OH, PA, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.072289156626506,339
"Silene stellata","Forb/herb","EFNative",6,"NH, PA, MD, VA","IL, IA, KS, MN, MO, NE, OK, SD, WI, CT, IN, MI, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.072289156626506,340
"Symphyotrichum patens","Forb/herb","EFNative",6,"VA, CT, PA, RI, NJ","IL, KS, MO, OK, CT, IN, ME, MA, NH, NJ, NY, OH, PA, RI, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.072289156626506,341
"Symphyotrichum prenanthoides","Forb/herb","EFNative",6,"PA, MD, VA, NJ","IL, IA, MN, WI, CT, IN, MA, MI, NJ, NY, OH, PA, WV, DE, KY, MD, NC, VA",NA,0,0.072289156626506,342
"Carex amphibola","Grass","EFNative",27,"RI, DE, ME, MD, VA, MA, PA, CT, NJ, VT","IL, MO, OK, CT, IN, MA, MI, NJ, NY, OH, PA, WV, TX, AL, AR, DE, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.0625,0.132530120481928,343
"Rhododendron arborescens","Shrub","EFNative",27,"NY, PA, CT, ME, MA, NJ, DE, MD, VA, VT, NH","PA, WV, AL, GA, KY, MD, NC, SC, TN, VA",NA,0.0625,0.132530120481928,344
"Pinus taeda","Tree","EFNative",23,"MD, VA, DE, PA","OK, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.05078125,0.120481927710843,345
"Actaea racemosa","Forb/herb","EFNative",68,"MA, NY, MD, NJ, RI, PA, CT, VA, ME, DE, VT, OH, WV, NH","IL, MO, CT, IN, MA, NJ, NY, OH, PA, WV, AL, AR, DE, GA, KY, MD, NC, SC, TN, VA",NA,0.18359375,0.253012048192771,346
"Trillium luteum","Forb/herb","EFNative",19,"DE, PA, ME, VA, CT, OH, WV","AL, GA, KY, NC, TN",NA,0.0390625,0.108433734939759,347
"Asplenium platyneuron","Forb/herb","EFNative",15,"MD, NY, PA, VA, CT, WV","CO, IL, IA, KS, MN, MO, NE, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AZ, NM, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.02734375,0.0963855421686747,348
"Mitella diphylla","Forb/herb","EFNative",11,"PA, DE, NH, MA, VA, WV, NJ","IL, IA, MN, MO, WI, CT, IN, MA, MI, NH, NJ, NY, OH, PA, VT, WV, AL, AR, DE, GA, KY, MD, MS, NC, SC, TN, VA",NA,0.015625,0.0843373493975904,349
"Picea rubens","Tree","EFNative",11,"MA, ME, PA, VT","CT, ME, MA, NH, NJ, NY, PA, VT, WV, MD, NC, TN, VA",NA,0.015625,0.0843373493975904,350
"Silphium asteriscus","Forb/herb","EFNative",11,"RI, PA, MD, VA, NJ","IL, MO, OK, IN, NY, OH, PA, WV, TX, AL, AR, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.015625,0.0843373493975904,351
"Astragalus canadensis","Forb/herb","EFNative",7,"MA, CT, PA, VA","CO, ID, MT, OR, WA, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, MI, NJ, NY, OH, PA, VT, WV, CA, NV, UT, NM, TX, AL, AR, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.00390625,0.072289156626506,352
"Cinna arundinacea","Grass","EFNative",7,"MD, MA, VA, PA","MT, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.00390625,0.072289156626506,353
"Eupatorium altissimum","Forb/herb","EFNative",7,"MD, ME, VA, NJ, PA","IL, IA, KS, MN, MO, NE, OK, WI, CT, IN, MA, MI, NJ, NY, OH, PA, WV, TX, AL, AR, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.00390625,0.072289156626506,354
"Houstonia caerulea","Forb/herb","EFNative",7,"VA, CT, DE, PA, RI, NJ","IA, MO, WI, CT, NH, NY, VT, AL, AR, KY, LA, MD, MS, TN, VA",NA,0.00390625,0.072289156626506,355
"Hypoxis hirsuta","Forb/herb","EFNative",7,"PA, MD, CT, WV","CO, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, NM, TX, AL, AR, DE, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.00390625,0.072289156626506,356
"Ilex opaca","Shrub","EFNative",85,"OH, MD, KY, NJ, PA, MA, VA, CT, RI, NY, DE, NH","IL, MO, OK, CT, IN, MA, NJ, NY, OH, PA, RI, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.234375,0.301204819277108,357
"Magnolia virginiana","Shrub","EFNative",122,"OH, MD, KY, NY, NJ, MA, PA, VA, CT, RI, ME, DE, NH, VT","MA, NJ, NY, PA, TX, AL, AR, DE, FL, GA, LA, MD, MS, NC, SC, TN, VA",NA,0.34375,0.409638554216867,358
"Solidago sphacelata","Forb/herb","EFNative",24,"VA, PA, MD, ME, DE, RI, NY, WV, NJ","IL, IN, OH, WV, AL, GA, KY, MS, NC, TN, VA",NA,0.0546875,0.120481927710843,359
"Hepatica acutiloba","Forb/herb","EFNative",16,"RI, PA, DE, VA, VT, ME, CT, OH, WV","IL, IA, MN, MO, WI, CT, IN, ME, MA, MI, NH, NY, OH, PA, VT, WV, AL, AR, GA, KY, MD, NC, SC, TN, VA",NA,0.03125,0.0963855421686747,360
"Magnolia tripetala","Tree","EFNative",16,"PA, OH, MD, DE, VA, CT, ME, VT","OK, IN, NY, OH, PA, WV, AL, AR, FL, GA, KY, MD, MS, NC, SC, TN, VA",NA,0.03125,0.0963855421686747,361
"Heuchera villosa","Forb/herb","EFNative",61,"NY, MD, PA, ME, NJ, VT, DE, CT, VA, NH, WV, OH, RI","MO, IN, NY, OH, PA, WV, AL, AR, GA, KY, MS, NC, SC, TN, VA",NA,0.1640625,0.228915662650602,362
"Rhododendron prunifolium","Shrub","EFNative",12,"PA, VA, MD, NH, CT, NJ, DE","AL, GA",NA,0.01953125,0.0843373493975904,363
"Tilia americana","Tree","EFNative",57,"OH, MD, NJ, MA, PA, NY, VA, ME, DE, VT, NH","IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.15234375,0.216867469879518,364
"Aralia spinosa","Shrub","EFNative",8,"MD, OH, VA, PA","IL, MO, OK, IN, NJ, OH, PA, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.0078125,0.072289156626506,365
"Arisaema dracontium","Forb/herb","EFNative",8,"MA, DE, VA, NJ, WV","IL, IA, KS, MN, MO, NE, OK, WI, CT, IN, ME, MA, MI, NJ, NY, OH, PA, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.0078125,0.072289156626506,366
"Castanea pumila","Shrub","EFNative",8,"PA, VA, MD","MO, OK, IN, MA, NJ, NY, OH, PA, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.0078125,0.072289156626506,367
"Collinsonia canadensis","Forb/herb","EFNative",8,"VA, CT, PA, RI, WV, NJ","IL, KS, MO, WI, CT, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.0078125,0.072289156626506,368
"Eubotrys racemosa","Shrub","EFNative",8,"MD, CT, PA, VA, MA","CT, MA, NJ, NY, PA, RI, TX, AL, DE, FL, GA, LA, MD, MS, NC, SC, TN, VA",NA,0.0078125,0.072289156626506,369
"Helianthus tuberosus","Forb/herb","EFNative",8,"PA, MD, ME, VA, OH, NH","CO, ID, WA, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, UT, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.0078125,0.072289156626506,370
"Micranthes virginiensis","Forb/herb","EFNative",8,"MD, VA, PA, NJ, NH, WV","IL, MN, MO, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, AR, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.0078125,0.072289156626506,371
"Uvularia perfoliata","Forb/herb","EFNative",8,"PA, VA, RI, VT, WV","CT, ME, MA, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.0078125,0.072289156626506,372
"Chamaecyparis thyoides","Tree","EFNative",45,"OH, MD, MA, PA, ME, VA, CT, NJ, DE, NH, VT","CT, ME, MA, NH, NJ, NY, RI, AL, DE, FL, GA, MD, MS, NC, SC, VA",NA,0.1171875,0.180722891566265,373
"Callirhoe involucrata","Forb/herb","EFNative",29,"MD, PA, NJ, VA, OH, DE, ME, VT, NH","CO, IA, KS, MN, MO, NE, OK, NM, TX, AR",NA,0.0703125,0.132530120481928,374
"Osmunda claytoniana","Forb/herb","EFNative",29,"PA, MA, VA, MD, CT, DE, VT, ME, OH, NH, NJ, RI, WV","IL, IA, MN, MO, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, AR, DE, GA, KY, MD, MS, NC, SC, TN, VA",NA,0.0703125,0.132530120481928,375
"Kalmia angustifolia","Shrub","EFNative",21,"MD, NJ, PA, CT, ME, MA, DE, NH, VA","CT, ME, MA, MI, NH, NJ, NY, PA, RI, VT, WV, DE, GA, MD, NC, SC, TN, VA",NA,0.046875,0.108433734939759,376
"Baptisia sphaerocarpa","Forb/herb","EFNative",17,"MD, VA, PA, MA, OH, ME, NJ","MO, OK, NM, TX, AR, LA",NA,0.03515625,0.0963855421686747,377
"Populus deltoides","Tree","EFNative",17,"MD, MA, CT, OH, PA, VA, NH, ME","CO, ID, MT, OR, WA, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, MA, MI, NH, NJ, NY, OH, PA, VT, WV, AZ, UT, NM, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.03515625,0.0963855421686747,378
"Castanea dentata","Tree","EFNative",13,"PA, MD, MA, ME, VT, VA, OH","IL, MO, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.0234375,0.0843373493975904,379
"Echinacea tennesseensis","Forb/herb","EFNative",13,"NJ, MA, VA, PA, WV, MD, ME","TN",NA,0.0234375,0.0843373493975904,380
"Iva frutescens","Forb/herb","EFNative",13,"MD, MA, NJ, VA, NH, ME","CT, ME, MA, NH, NJ, NY, PA, RI, TX, AL, DE, FL, GA, LA, MD, MS, NC, SC, VA",NA,0.0234375,0.0843373493975904,381
"Lysimachia lanceolata","Forb/herb","EFNative",13,"PA, NJ, VA, CT, OH, NH","IL, IA, MO, ND, OK, WI, IN, MI, NJ, OH, PA, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.0234375,0.0843373493975904,382
"Panicum amarum","Grass","EFNative",13,"RI, MD, DE, VA, MA, ME, NJ","CT, MA, NJ, NY, PA, RI, WV, NM, TX, AL, DE, FL, GA, LA, MD, MS, NC, SC, VA",NA,0.0234375,0.0843373493975904,383
"Arnoglossum atriplicifolium","Forb/herb","EFNative",9,"PA, VA, OH, VT","IL, KS, MN, MO, NE, OK, WI, IN, MI, NJ, NY, OH, PA, WV, AL, AR, DE, FL, GA, KY, MD, MS, NC, SC, TN, VA",NA,0.01171875,0.072289156626506,384
"Quercus falcata","Tree","EFNative",9,"MD, DE, VA, PA","IL, MO, OK, IN, NJ, NY, OH, PA, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.01171875,0.072289156626506,385
"Scirpus atrovirens","Grass","EFNative",9,"ME, MD, CT, PA, MA, NJ","MT, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AZ, TX, AL, DE, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.01171875,0.072289156626506,386
"Celtis tenuifolia","Shrub","EFNative",5,"VA, PA","IL, KS, MO, OK, IN, MI, NJ, OH, PA, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.0602409638554217,387
"Chasmanthium laxum","Grass","EFNative",5,"PA, MD, VA","MO, OK, NY, PA, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.0602409638554217,388
"Eupatorium sessilifolium","Forb/herb","EFNative",5,"VA, MA, PA, NJ","IL, IA, KS, MN, MO, WI, CT, IN, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, AR, DE, GA, KY, MD, MS, NC, SC, TN, VA",NA,0,0.0602409638554217,389
"Hypericum hypericoides","Shrub","EFNative",5,"MD, VA","IL, KS, MO, OK, IN, MA, NJ, NY, OH, PA, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.0602409638554217,390
"Juncus canadensis","Grass","EFNative",5,"MA, VA, MD","IL, IA, MN, MO, NE, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.0602409638554217,391
"Juncus gerardii","Grass","EFNative",5,"MD, NJ","CO, MT, OR, WA, IL, KS, MN, MO, ND, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, UT, DE, KY, MD, VA",NA,0,0.0602409638554217,392
"Lespedeza virginica","Forb/herb","EFNative",5,"VA, MD, MA","IL, IA, KS, MN, MO, OK, WI, CT, IN, MA, NY, PA, RI, WV, TX, AL, AR, FL, GA, KY, LA, MD, NC, SC, TN, VA",NA,0,0.0602409638554217,393
"Liatris pilosa","Forb/herb","EFNative",5,"VA, NJ","NJ, PA, DE, MD, NC, SC, VA",NA,0,0.0602409638554217,394
"Lobelia inflata","Forb/herb","EFNative",5,"PA, MD, VA, NJ","IL, IA, KS, MN, MO, NE, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, AR, DE, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.0602409638554217,395
"Lobelia puberula","Forb/herb","EFNative",5,"MD, VA","IL, MO, OK, IN, NJ, OH, PA, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.0602409638554217,396
"Lonicera dioica","Vine","EFNative",5,"CT, PA, VA, NJ","WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AR, GA, KY, MD, NC, TN, VA",NA,0,0.0602409638554217,397
"Populus grandidentata","Tree","EFNative",5,"MD, PA","IL, IA, MN, MO, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, DE, KY, MD, NC, TN, VA",NA,0,0.0602409638554217,398
"Ruellia strepens","Forb/herb","EFNative",5,"PA, MD, VA, NJ","IL, IA, KS, MO, NE, OK, IN, MI, NJ, OH, PA, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.0602409638554217,399
"Scutellaria integrifolia","Forb/herb","EFNative",5,"VA, CT, PA","CT, MA, NY, OH, TX, AL, FL, GA, KY, TN",NA,0,0.0602409638554217,400
"Solidago puberula","Forb/herb","EFNative",5,"MD, PA, MA, NJ, ME","CT, ME, MA, NH, NJ, NY, OH, PA, RI, VT, WV, AL, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.0602409638554217,401
"Clethra alnifolia","Shrub","EFNative",144,"MA, OH, MD, KY, NY, NH, NJ, PA, RI, CT, ME, VA, DE, VT","CT, ME, MA, NH, NJ, NY, PA, RI, WV, TX, AL, DE, FL, GA, LA, MD, MS, NC, SC, TN, VA",NA,0.41015625,0.469879518072289,402
"Physocarpus opulifolius","Shrub","EFNative",136,"OH, MA, MD, KY, PA, NY, NJ, RI, CT, ME, VT, VA, NH, DE, WV","IL, IA, KS, MN, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AZ, AL, DE, FL, GA, KY, MD, MS, NC, SC, TN, VA",NA,0.38671875,0.44578313253012,403
"Larix laricina","Tree","EFNative",26,"NJ, CT, MD, NY, OH, PA, VT, ME, NH, MA","AK, IL, MN, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, MD",NA,0.0625,0.120481927710843,404
"Avenella flexuosa","Grass","EFNative",22,"KY, PA, MD, RI, NJ, DE, VT, VA, WV, MA","IL, MN, MO, ND, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.05078125,0.108433734939759,405
"Andropogon ternarius","Grass","EFNative",14,"NJ, VA, PA, ME, DE, MD, WV, CT","IL, KS, MO, OK, IN, NJ, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.02734375,0.0843373493975904,406
"Symphoricarpos albus","Shrub","EFNative",14,"MD, PA, ME, VT, MA, OH, VA","AK, CO, ID, MT, OR, WA, WY, IL, IA, MN, MO, ND, NE, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, CA, UT, NM, DE, KY, MD, NC, VA",NA,0.02734375,0.0843373493975904,407
"Asarum arifolium","Forb/herb","EFNative",10,"RI, PA, VA, WV","AL, FL, GA, KY, LA, MS, NC, SC, TN, VA",NA,0.015625,0.072289156626506,408
"Carex platyphylla","Grass","EFNative",10,"MA, MD, NJ, PA, RI, VA, DE","WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, DE, KY, MD, NC, TN, VA",NA,0.015625,0.072289156626506,409
"Carya cordiformis","Tree","EFNative",10,"OH, MD, VA, PA, MA, ME","IL, IA, KS, MN, MO, NE, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.015625,0.072289156626506,410
"Heuchera longiflora","Forb/herb","EFNative",10,"PA, OH, VA, VT, NJ","WV, AL, KY, NC, TN, VA",NA,0.015625,0.072289156626506,411
"Vernonia gigantea","Forb/herb","EFNative",10,"MA, PA, RI, CT, VA, VT","IL, KS, MO, NE, OK, IN, MI, NY, OH, PA, WV, TX, AL, AR, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.015625,0.072289156626506,412
"Amelanchier stolonifera","Shrub","EFNative",6,"MD, NJ, PA, ME","IL, IA, MN, ND, WI, CT, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, GA, MD, NC, SC, VA",NA,0.00390625,0.0602409638554217,413
